,Section ID,Text Section,Title,Author,Translated Text
358042,Data/tlg0096tlg002First1K-grc1_clean.xml1-0-0-175-1,"
			Ζεὺς πλάσας ἀνθρώπους τὰς μὲν ἄλλας διαθέσεις
εὐθὺς αὐτοῖς ἐνέθηκε, μόνης δὲ αἰσχύνης ἐπελάθετο.
Διόπερ ἀμηχανῶν, πόθεν αὐτὴν εἰσαγάγῃ, ἐκέλευσεν
αὐτὴν διὰ τοῦ ἀρχοῦ εἰσελθεῖν. Ἡ δὲ τὸ μὲν πρῶτον
ἀντέλεγε καὶ ἠναξιοπάθει· ἐπεὶ δὲ σφόδρα αὐτῇ ἐνέκειτο, 
ἔφη· ,,ἀλλʼ ἔγωγε ἐπὶ τοιαύταις ὁμολογίαις εἴσειμι, 
ὡς, ἂν ἕτερόν μοι ἐπεισέλθῃ, εὐθέως ἐξελεύσομαι.“
Απὸ τούτου συνέβη πάντας τοὺς πόρνους ἀναισχύντους
εἶναι.
		",Fabulae,Aesop,None
358546,Data/tlg0096tlg002First1K-grc1_clean.xml1-0-0-351-2,"
			Ποτὲ γαλέαι ἐμάχοντο τοῖς μυσὶν, αὐτούς κατατροποῦσαι 
καὶ ἀναιροῦσαι. Εἶπον δὲ οἱ μύες καθʼ ἑαυτοὺς
τοιαῦτα· „οὐ παραλόγως γαλέαι ἡμᾶς ἡττῶσιν· οὐ
γὰρ κτώμεθα ἄνακτα, ὥσπερ αὗται, οὐδὲ στρατηγοὺς
ἐπὶ τῇ παρατάξει, καὶ διὰ τοῦτο ταλαιπωροῦμεν πάντες, 
καὶ φυγάδες γινόμεθα τοῦ πολέμου. Καὶ παραυτίκα 
συμβούλιον λαβόντες, κατεστήσαντο τοὺς παμμεγέθεις 
μύας ἀρχηγέτας τε καὶ στρατηγοὺς τῶν ἄλλων.
Καὶ δὴ ἔνοπλοι ἅπαντες γεγονότες, καὶ παρατάξεις 
αὖθις πεποιηκότες, ἢρξαντο κρότων τῶν τοῦ πολέμου.
Τῶν γὰρ αὐτῶν σαλπίγγων σαλπισασῶν ἐναπήρξαντο
πολεμεῖν πρὸς τὰς γαλέας· αἵ κατὰ κράτος τοὺς μύας
ἡττήσασαι, ἔτρεψαν τοὺς δυστήνους εἰς φυγήν. Οἱ μὲν
οὖν ἄοπλοι πεφευγότες ἐν τοῖς τοίχοις εἰσεληλύθεσαν
εἰς ῥαγάδας αὐτίκα· οἱ δʼ ἔνοπλοι καὶ ἀρχηγέται 
τούτων, οἵ τε ἄρχοντες καὶ στρατηγοὶ τῶν ἄλλων, μὴ 
δυνάμενοι ἐν ταῖς ὀπαῖς ἐμβῆναι, διεφθάρησαν ἅπαντες
ὑπὸ τῶν γαλεῶν.
		",Fabulae,Aesop,None
360937,Data/tlg0616tlg0021st1K-grc1_clean.xml1-0-0-57-13,"
			5 ιβ ναῦς H || 7 ἐξορμισάσας H || 11 ἐκείνου H || 14 ἐπισυνη
χθέντων H || 21 (δὲ) seclusi || ἐκλυθοῖεν H || (τῇ διώξει seclusi ||
26 πολεμίους H || 29 προσαγάγοι H.
		",Excerpta Polyaeni,Polyaenus,None
362415,Data/tlg2022tlg003opp-grc1_clean.xml1-0-0-1-138-15,"
			Πῶς οὖν ἐγώ σε τοῦ ξύλου καταγάγω:
		",Christus patiens [Dub.] (fort. auctore Constantino Manasse),Gregorius Nazianzenus,None
362571,Data/tlg2022tlg003opp-grc1_clean.xml1-0-0-1-152-6,"
			Σπεύσατέ νῦν, σπεύσατέ, καταγάγετε·
		",Christus patiens [Dub.] (fort. auctore Constantino Manasse),Gregorius Nazianzenus,None
364349,Data/tlg3118tlg0011st1K-grc1_clean.xml1-0-0-0-13-0-14,"
			2 οὕτως scripsi; οὗτος libri; om. D δρομέως V 9 ἐνόησα
V ἐννοῆσα P 10 ἀνάβλεψα A 17 αὐτὴν ABV: αὐτὸν
scripst 19 ἐνθάδε? ὧδε? καταγαγόντος . . ἀκούει cf. 23,
20 21 ἀπελθών] eo profectus 24 ὑμῖν] uobis est etiam in
D et in uersione Herbaea 25 ἀπαγάγετε B; ἀπάγαγε δή?
26 ἄλλον V qua forma infima aetas non abstinuit. cf. p. 59.
80 B, τούτων οὕτω λεγομένων om, V, καὶ ὁ νέος τούτων
		",Ιστορικον Συντιπα του Φιλοσοφου Ωραιοτατον Πανυ,Syntipas,None
368131,Data/tlg0087tlg0131st1K-grc1_clean.xml1-0-0-1-14-0,"
			Τὰ εἰϲ θαϲ λήγοντα ἰϲοϲυλλάβωϲ κλίνεται, οἷον Ϲτρούθαϲ Ϲτρούθα,
Παγάθαϲ Παγάθα, Ἄρθαϲ Ἄρθα, Ἀόρθαϲ Ἀόρθα.
		",Περὶ κλίσεως ὀνομάτων,Herodianus,None
369047,Data/tlg2586tlg0011st1K-grc1_clean.xml1-0-0-1-5-9,"
			Ἦν δὲ μετὰ τὰς μεταβολὰς τόπος ὁ τῶν αἰτιῶν, πενταχῆ δὲ καὶ οὗτος
                            διαιρεῖται, καὶ πῶς τὴν διαίρεσιν ποιησάμενοι τούς ἐπαίνους ἂν
                            προσαγάγοιμεν, 
		",Διαίρεσις τῶν ἐπιδεικτικῶν (olim sub auctore Genethlio) ,Menander,None
371666,Data/tlg0085tlg006opp-grc3_clean.xml1-0-0-5-23-0-3,"
			αἱματόεσσα πλαγά.
		",Χοηφóρoι,Aeschylus,None
375112,Data/tlg0708tlg0011st1K-grc1_clean.xml1-0-0-2-42-0,"
			ἀνδραγάθημα καὶ ἀνδρία διαφέρει. ἀνδραγάθημα 
		",De adfinium vocabulorum differentia,Ammonius Grammaticus,None
375607,Data/tlg0708tlg0011st1K-grc1_clean.xml1-0-0-11-35-0,"
			κυβεύειν καὶ πεσσεύειν διαφέρει. κυβεύειν μὲν γάρ
ἐστι τὸ διὰ ψήφων ἀστραγάλων παίζειν, πεσσεύειν δὲ τὸ 
		",De adfinium vocabulorum differentia,Ammonius Grammaticus,None
384505,Data/tlg0644tlg0011st1K-grc1_clean.xml1-0-0-1-135-0,"
			(135) τὰ διχηλὰ πάντα ἀστραγάλους 
		",Historiae Animalium Epitome,Aristophanes of Byzantium,None
384650,Data/tlg0644tlg0011st1K-grc1_clean.xml1-0-0-2-58-0-3,"
			2 δὲ addidi ex 2hot. βραχύτεροι Phot.: βραχύτατον
                                D 3 ὅτε Phot.: οἵ τε D 4 παμμεγέθεις D Diod.: παμμεγεθῶν Phot.
                                ζέφυροι πνέοντες μεγάλοι Strab. ἐκ τῆς ἀνιστορήτου . . . .  χώρας
                                (5)] ἐκ τῆς ἐρήμου Diod. 6 ἀπὸ τούτων τῶν ζώων D: ἀπὸ τούτου τοῦ
                                ζῴου Phot.: ἐκ τούτου Diod. 8 ταῦτα Da Phot.: ταύτας phot. 9, 10
                                πλείω τῶν D: πλεῖον Phot. 11 ἀθλιώτερον—γῆρας addidi ex Phot. (qui
                                τῷ post γὰρ omisit) 13 βραχὺ D: βραχεῖαν ς Phot.: βραχεῖ edit, Phot.
                                18 δριμυτάτας D: δριμύτητας (om. ὀδύνας) Phot. 19 οὖν B et edit.
                                Phot.: om. D 20 ἀπόλυνται D 21 post ἀκριδοφάγων lacunam unius versus
                                habet D, sed nihil deest 22 τελείως D: τελέως Phot. 23 πλήθους
                                ἀπίστου Phot. 24 τετραγνάθους Phot. (cf. Strab. l.c.): τετραγάνθους
                                D 25 φῦλον Phot.: φύλλον D 28 ὑπολειφθῆναι edit. Phot. καὶ μυῶν δὲ
                                Phot. 29 τοῖς Phot.: τοῦ D
		",Historiae Animalium Epitome,Aristophanes of Byzantium,None
385136,Data/tlg0644tlg0011st1K-grc1_clean.xml1-0-0-2-342-0-2,"
			1 ἐξαγάγοι Ael. 2 ἔνθεν τοι Hercher 3 φωλέα D ἀλλὰ
                                Ael. 4 κατὰ τὰ νῶτα Ael. 5 ἕζιν ῥινῷ sic D Ael 5, 6 τετταράκοντα
                                Ael. 6 ἡμέρας D: ἡμερῶν Ael. 9 περιλείχεσθαι D: περιλιχμᾶσθαι Ael.
                                συνέπτυκται Ael.: συνέπυκται D 11 ἄρον Ael.: ἂρα D αὐτῇ Ael.: αὐτὸ D
                                13 πεπληρωμένη Ael. 14 εἰς τοσοῦτον delevit Hercher εἴρηνταί Ael.:
                                εἴρηταί D 15 γραμμάτων D: συγγραμμάτων Ael.: συγκραμάτων Weigelius
                                ὡς D: ὧ Ael. 16 σοφία D Ael.: σοφὰ Hercher καὶ ἐκεῖνο D: ἦν ἂρα
                                ἐκεῖνα Ael. 28 ὠδῖνας scripsi: ὀδύνας D 32 λευκῶν D: λευκόν Arist.
                                33 ὥστε—ποιωῖν (104,1) omissa in D ex Arist. addidi
		",Historiae Animalium Epitome,Aristophanes of Byzantium,None
398438,Data/tlg3135tlg001opp-grc1_clean.xml1-0-0-25-15-0,"
			Ἐν τούτοις παρασπονδήσας ὁ Χαγάνος ἐπῆλθε 

		",Epitome historiarum (lib. 1‑18),Joannes Zonaras,None
399621,Data/tlg4020tlg002opp-grc1_clean.xml1-0-0-1-117-5,"
			1 τὰ — συμβεβηκόσι in mrg. suppl. H οὔκ εἰσι—οὐσίαι (2) om. P 4 ἐὰν—
λάβη (5) ex Laur. 72,5 inserui 5 γένη ΗΡ1 7 κατὰ om. Κ 12 post εἰσί
inseras καὶ εἰδικὰς ὅτι ὁμοίως οὐσίαι εἰσί 16 ἀγαπῶμεν in mrg. suppl. P
Twv om. H 19 Τῷ] τὸ ΗΡ ἑκάτερα K 21 to] tw δὲ 23 μὲν om. K
24 ἀνομ.] ἀνομοιοειδὲς Ρ1 post dvofx. addita καὶ κοινὸν ἵδιον δὲ del. P 26 αἰροῦμεν
H 27 εἰ] ἡ HP 27. 28 τῇ οὐσίᾳ recte om. Urb. 35 28 pr. xal zi
Urb. 35 Marc. 217: ἢ ΗΚΡ 33 προσαγάγει H
		",Eliae (olim Davidis) in Aristotelis categorias commentarium,Elias,None
399775,Data/tlg4020tlg002opp-grc1_clean.xml1-0-0-1-226-0,"
			2 εἴρηται] p. 208,10 5 δὲ ova. Κ 7 δεύτ.—κεφ. om. Κ post τι additum
κατηγοριῶν del. Η 8 τὸ (ante ἧττον) om. H 9 pr. οὐδὲ] οὐ Κ 10 χρησόμεθα
P post δεῖ add. δὲ HP 12 ἐπιδέχεται P 14 ἐπιδέχεται (pr. 1.) Η:
ἐπιδέχεσθαι P pr. καὶ om. P 16 φήμη P 17 ante ἧττον add. τὸ P
18 pr. τὰ addidi (cf. v. 15) 20 ἐναντία—ἧττον ἐπιστήμη (21) in mrg. suppl. H
23 εροαγάαι (pr. 1.) ΗΡ οὑν post τί (25) transponas 24 εἶπεν HP 26 ἐπεὶ
δὲ scripsi: ἐπειδὴ libri 27 καὶ (ante καταφ.) om. Κ 29 πάντα] ταῦτα Κ
31 defectum signavi; snppleveris τὸ πρὸς ἀντιστρέφοντα λέγεσθαι. ἔστι δὲ ἄλλο ἀντιστp.
— ἴδια (32) ex Paris. 1917 inserui: om. HKP 32 ante γελαστ. superscr. to K
33 εἰ] 6 K 33 ocvTioiaaTpEcpovTot P oe om. P
		",Eliae (olim Davidis) in Aristotelis categorias commentarium,Elias,None
402704,Data/tlg0592tlg0041st1K-grc1_clean.xml1-0-0-3-11-5-0-4,"
			1 συνεβούλευσα Reiske; οὖν ἐβούλευσα P 2 καὶ om. Vc Ba
3 τῶν ἐλλήνων προκινδυνεύσαντες Ac, v l V | ἀγαγὼν Ba 4 αὐ-
τὸ om. Ac 5 6 προκινδυνεύσαντας om V 7 p. 247, 12 9 p 265
8; Dem. 18, 299 11 οἷον om. Vc Ba | p 265, 11 Dem 18, 188
12 ἀρχὴ καὶ κατάστασις πρώτη· ὅλως Sf 14 ταῖς ἐννοίαις suppl
m 2 Vc 10 cf 270, 13. 272,12 18 ἀναγάγῃς Sf; ἀνενέγκῃς Sy-
riani V (ἐνέγκεις S) 21 ἀνάγκην τινὰ μακρὰν ἀποτείνεις Sf
28 p 265, 18; Dem 18,96
		",Περὶ ἰδεῶν λόγου,Hermogenes,None
402722,Data/tlg0592tlg0041st1K-grc1_clean.xml1-0-0-3-12-5-0-12,"
			3 p 270, 17. 15 | μέγα ὦ ἀθηναῖοι Pc 8 ἀναγάγῃς Ac (cf.
267, 18) 11 οὐ Pc Ac, (del Vc Ba καὶ m po. ex οὐ Pa | πάν-
τι⌊II⌉ τὸ Vc 12 Dem. 9, 68 15 ἡ ἀκμὴ Ac 10 σφοδρότγ
|α er.] Pa; σφοδρότητος Pc 17 ἂν om Vc Ba | Dem. 18, 63
20 Dem 19, 255 22 καὶ ἦθος ἔχει etian post ἀποστροφὴ Ac
23 τὸ om Pa | cf p. 372, 22 Sp | ἤθους Sc 2 Dem 20, 102
25 ἐμεθωδεύθη Ac
		",Περὶ ἰδεῶν λόγου,Hermogenes,None
404933,Data/tlg0527tlg012opp-grc2_clean.xml1-0-0-13-8-0,"
			καὶ ἔλαβεν τὸ τήγανον καὶ κατεκένωσεν ἐνώπιον αὐτοῦ, καῖ οὐκ ἐξέλσεν
φαφεῖν· καὶ εἶπεν Ἀμνών Ἐξαγάγάγετε πάντα ἄνδρα ἐπάνωθέν
μου· καὶ ἐξήγαγον πάντα ἄνδρα ἀπ[ο ἐπάνωθεν αὐτοῦ.
		",Regnorum II (Samuelis II In Textu Masoretico),Septuaginta,None
405100,Data/tlg0527tlg012opp-grc2_clean.xml1-0-0-17-13-0,"
			καὶ εὶπεν Ἀβεσσαλὼμ καὶ
πᾶς ἀνὴρ Ἰσραήλ Ἀγαθὴ ἡ βουλὴ Χουσεὶ τοῦ Ἀραχεὶ ὑπὲρ τὴν βουλὴν
Ἀχετόφελ τὴν ἀγαθήν· καὶ κύριος ἐνετείλατο κιασκεάσαι τὴν βουλὴν
Ἀχειτόφελ, ὁπως ἄν ἐπαγάγῃ Κύριος ἐπὶ Ἀβεσσαλὼμ τὰ κακὰ

		",Regnorum II (Samuelis II In Textu Masoretico),Septuaginta,None
406031,Data/tlg2035tlg1301st1K-grc1_clean.xml1-0-0-50-0,"
			48. Ποία οὖν πάλιν προκοπὴ τῷ ἀθανάτῳ προσλαβόντι τὸ
θνητόν ; ἢ ποία βελτίωσις τῷ αἰωνίῳ ἐνδυσαμένῳ τὸ πρόσκαιρον ;
ποῖος δὲ καὶ μισθὸς μείζων γένοιτʼ ἂν Θεῷ αἰωνίῳ καὶ
βασιλεῖ, καὶ ὄντι ἐν τοῖς κόλποις τοῦ Πατρός ; ἆῤ οὐ θεωρεῖτε
ὅτι καὶ τοῦτο δι᾿ ἡμᾶς καὶ ὑπὲρ ἡμῶν γέγονε καὶ γέγραπται, ἵνα
ἄνθρωπος γενόμενος ὁ Κύριος θνητοὺς ὄντας καὶ προσκαίρους
ἡμᾶς ἀθανάτους κατασκευάσῃ, καὶ εἰς τὴν αἰώνιον βασιλείαν τῶν
οὐρανῶν εἰσαγάγῃ ; ἆῤ οὐκ ἐρυθριᾶτε, καταψευδόμενοι τῶν
θείων λογίων ; Καὶ γὰρ τοῦ Κύριου ἡμῶν Ἰησοῦ Χριστοῦ ἐπιδημήσαντος,
ἡμεῖς μὲν ἐβελτιώθημεν, ἐλευθερωθέντες ἀπὸ τῆς
ἁμαρτίας· αὐτὸς δὲ ὁ αὐτός ἐστι· καὶ οὐκ ἐπειδὴ γέγονεν ἄνθρωπος,
(πάλιν γὰρ τὸ αὐτὸ λεκτέον·) ἐτράπη· ἀλλὰ, καθὼς γέγραπται,

		",Oratio I contra Arianos,Athanasius,None
411570,Data/tlg0527tlg0311st1K-grc1_clean.xml1-0-0-3-5-0,"
			εἰσαγάγετέ με εἰς οἶκον τοῦ οἴνου,
		",Canticum,Septuaginta,None
413881,Data/tlg2371tlg001opp-grc1_clean.xml1-0-0-2-143,"
			1. Ἀρχανάθ P. 2. Ῥυφάθ P. 3 Θοσμαγάρ P. 7. ἐξ αὐτῶν
τῶν] τὰ ἐξ αὐτῶν Ρ. 10. ὅτι ἐκ Σ. P. 11. Καλχηδόνιοι
RV, Καρχηδόνιοι m.R. 13. Μηδείας PV. 14. τὰ πρὸς] Immo
πρὸς. 16. Χάλυκες PV. 18. Οὐακκαοί V. 19. Ἀμαξωνεῖς
P. ibid. Ληγηστανοί PV. ibid. Δηνναγηνοί Ρ.
		",Chronicon Paschale,Chronicon Paschale,None
423110,Data/tlg2371tlg001opp-grc1_clean.xml1-0-0-2-7982,"
			1. τῷ om. Ρ. ibid. ἀσελγίᾳ Ρ. 2. ἀσωτείαις PV. ibid. ὃς]
ὁ PV. 3. συνπεσόντος PV.  8. Κυρεστικῶν ἴδεν PV. 9. ἐπηρώτησε
τὸ] ἐπηρωτήσατο P V. 10. συναγάγεται ὁ ὄχλος P. 15.
τοῦ om. P. 19. ἐτελέσθη P. 20. ἴδεν PV.
		",Chronicon Paschale,Chronicon Paschale,None
423971,Data/tlg2371tlg001opp-grc1_clean.xml1-0-0-2-8690,"
			Ἐπὶ τούτου τοῦ προκειμένου ὑπάτου Δινζίριχος, υἱὸς Ἀττίλα,
ἐσφάγη ὕπο Ἀναγάστου τοῦ στρατηλάτου Θρᾴκης, καὶ εἰσῆλθεν
ἡ κεφαλὴ αὐτοῦ εἰς Κωνσταντινούπολιν ἱππικοῦ ἀγομένου, 
		",Chronicon Paschale,Chronicon Paschale,None
427031,Data/tlg0527tlg0321st1K-grc1_clean.xml1-0-0-23-7-1,"
			ἐξαγάγοι δὲ εἰς τέλος τὸ κρίμα μου.
		",Job,Septuaginta,None
427193,Data/tlg0527tlg0321st1K-grc1_clean.xml1-0-0-27-22-0,"
			ἐὰν συναγάγῃ ὥσπερ γῆν ἀργύριον,
		",Job,Septuaginta,None
430283,Data/tlg2115tlg060opp-grc1_clean.xml1-0-0-7-13-4-0,"
			χρόνου δὲ διελθόντος, ὡς συμβαίνει γίνεσθαι, προσελθόντες ἀδελφοὶ παρεκάλουν τὸν Καρποφόρον, ὅπως ἐξαγάγῃ τῆς κολάσεως τὸν

		",Refutatio Omnium Haeresium,Hippolytus,None
431070,Data/tlg0062tlg0131st1K-grc1_clean.xml1-0-0-8-0,"
			Πρῶτον μὲν δή, εἰ δοκεῖ, παραγάγωμεν τὸν 7
πρωταγωνιστὴν τοῦ δράματος, λέγω δὲ τὸν ποιητὴν
τῆς διαβολῆς. οὖτος δὲ δὴ ὡς μὲν οὐκ

		",Calumniae non temere credendum,Lucian of Samosata,None
431467,Data/tlg0062tlg0221st1K-grc1_clean.xml1-0-0-37-2-1,"
			Ὅτι καὶ πάλαι μυρίων μοι κακῶν αἴτιος οὗτος
 κατέστη κόλαξί τε παραδοὺς καὶ ἐπιβούλους
 ἐπαγαγάὼν καὶ μῖσος ἐπεγείρας καὶ ἡδυπαθείᾳ
 διαφθείρας καὶ ἐπίφθονον ἀποφήνας, τέλος δὲ
 ἄφνω καταλιπὼν οὕτως ἀπίστως καὶ προδοτικῶς·
 ἡ βελτίστη δὲ Πενία πόνοις με τοῖς ἀνδρικωτάτοις
 καταγυμνάσασα καὶ μετʼ ἀληθείας καὶ παρρησίας
 προσομιλοῦσα τά τε ἀναγκαῖα κάμνοντι
 παρεῖχε καὶ τῶν πολλῶν ἐκείνων καταφρονεῖν
 ἐπαίδευεν, ἐξ αὐτοῦ ἐμοῦ τὰς ἐλπίδας ἀπαρτήσασά
 μοι τοῦ βίου καὶ δείξασα ὅστις ἦν ὁ πλοῦτος ὁ
 ἐμός, ὃν οὔτε κόλαξ θωπεύων οὔτε συκοφάντης
 φοβῶν, οὐ δῆμος παροξυνθείς, οὐκ ἐκκλησιαστὴς
 ψηφοφορήσας, οὐ τύραννος ἐπιβουλεύσας ἀφελέσθαι
 δύναιτʼ ἄν.
		",Timon,Lucianus Samosatenus,None
436317,Data/tlg1799tlg0111st1K-grc1_clean.xml1-0-0-28-1,"
			Ἐν τοῖς κοίλοις ἐνόπτροις ἐὰν ἐκβαλὼν διάμετρον τῆς σφαίρας ἐκ τοῦ
                                κέντρου πρὸς ὀρθὰς ἀναγάγῃς καὶ 
		",Catoptrica (recensio Theonis?),Euclides,None
436505,Data/tlg0527tlg0171st1K-grc1_clean.xml1-0-0-5-17-0,"
			ἐὰν δὲ συναγάγωσιν χρυσίον καὶ ἀργύριον καὶ πᾶν πρᾶγμα ὡραῖον,
καὶ ἴδωσιν γυναῖκα μίαν καλὴν τῷ εἴδει καὶ τῷ κάλλει, ¹⁹καὶ ταῦτα 
		",Esdras A,Septuaginta,None
437058,Data/tlg0527tlg0391st1K-grc1_clean.xml1-0-0-2-14-0,"
			ἁγιάσατε
υηστείαν, κηρύξατε θεραπείαν, συναγάγετε πρεσβυτέρους, πάντας
κατοικοῦντας γῆν εἰς οἶκον θεοῦ ὑμῶν, καὶ κεκράξατε πρὸς Κύριον
ἐκτενῶς 
		",Joel,Septuaginta,None
437085,Data/tlg0527tlg0391st1K-grc1_clean.xml1-0-0-3-15-0,"
			συναγάγετε λαόν, ἁγιάσατε ἐκκλησίαν, ἐκλέξασθε πρεσβυτέρους, 
		",Joel,Septuaginta,None
437117,Data/tlg0527tlg0391st1K-grc1_clean.xml1-0-0-4-8-0,"
			Κηρύξατε ταῦτα ἐυ τοῖς ἔθνεσιν, ἁγιάσατε
πόλεμου, ἐξεγείρατε τοὺς μαχητάς, καὶ προσαγάγετε καὶ ἀναβαίυετε
πάντες ἄνδρες πολεμισταί,
		",Joel,Septuaginta,None
437702,Data/tlg0018tlg022opp-grc1_clean.xml1-0-0-4-112-0-1,"
			1 προσαγάγοιτο A 2 καὶ] κἂν M (Mang.) 3 θεῶ codd.: τῷ θεῷ v
συνδιαιωνίζων O τῷ om. N 5 <πρὸς> vel <ἐπὶ> τούτοις coni. Mang.
ἐξ ἦς AF ἱερὰν ἑξῆς transp. GHP (Turn.) 6 ἱερεῖ A 6. 7 ἐν τοῖς ὑφάσμασιν ἔχουσα (sic) transp. G 7 ὑποδήτης P 8 ὐποδήτης P
9 post γὰρ add. ἦν V2OK ὑακίνθυνος H κατωτάτων VK
ἐσχατιαῖς AF (Mang.) 10 ἀνθεινοῖς VOK, ἀνθίμοις M 11 δὲ VOK
εὐπρεπέστατον AVOK post ἔργον add. καὶ τελειότατον VOK 12 τελειότητι F
13 καὶ κοκκίνω καὶ βύσσω καὶ πορφύρα transp. F συγκαταπλεκομένου AFGHP:
συμπλεκομένου ceteri 14 λεπτὰ M 15 λίθων H1P δὲ VOK
ἐνηρμόζοντο AGHP: ἡρμόζοντο ceteri 16 τὰ om. AHP (v) 17 post
ἑκάτερον add. ὂν Ο τὰ om. G 18 δώδεκα om. H. (Turn.)
χρόαις FGHP: χροιαῖς ceteri 19 τετραστοιχεί AGHP: τετραστοιχῆ F, τετραστοιχές BEMV1, τετραστιχιῶν V2OK 20 λόγιον A
22 δὲ VK ἀλυσιδίοις F (ἁλυσιδίοις v) ἐνήρτητο G
		",De vita Mosis (lib. i‑ii),Philo Judaeus,None
438323,Data/tlg2042tlg0731st1K-grc1_clean.xml1-0-0-15-1-1,"
			Ἐὰν ἀναβλέψῃς εἰς τὸν οὐρανὸν, καὶ κατανοήσῃς
τὰ νέφη, νοήσεις τί ἥμαρτες. Τί σε πρᾶξαι δεῖς
Προσέρχεσθαι τῷ ἀρχιερεῖ, καὶ παρακαλεῖν, ἵνα ὁ
ἀρχιερεὺς προσαγάγῃ θυσίαν περὶ σοῦ. Ἐὰν γάρ τις
ἁμάρτῃ, παράκλητον ἔχομεν πρὸς τὸν Πατέρε
Ἰησοῦν Χριστὸν δίκαιον, καὶ αὐτὸς ἱλασμός ἐστι
περὶ τῶν ἁμαρτημάτων ἡμῶν.
		","Homiliae in Job (fragmenta in catenis, typus II)",Origen,None
440713,Data/tlg4015tlg004opp-grc1_clean.xml1-0-0-0-1234-5,"
			2 post ἴσαι add. εἰσί a 3 εἰπόντες] p. 280,3 sq. παραδείγματος a 4 post
εἰς add. τὴν Ra, at cf. p. 280,4 5 ante ἴνα add. ubique τοῦτο δὲ a ὑπαγάγῃ a:
ὑπαγάγοι RU ὑγιάνῃ a, at of. p. 280,5 6 τὰ οm. R [S post τὸ alt. add.
ὃ U 9 post αἰτίων prius add. εστὶν U a 10 ἑαυτῶ Ra ἑξῆς a. τοῦ οm. U
11 λογικοῦ R 12 δὲ R 16 ἐπεὶ δὲ U τοῦ om. U 17 τοῦτο, om. ἐκ R
18 εἰ addidi post πάντων add. οὖν a 19 εἰ om. Ra 20 ἐπὶ πάντων post ἐρωτώμενοι
colloc. a 21 ἴδωμεν R καθ᾿ a 22 post δῆλον add. οὖν a 23 εἴπομεν]
p. 280, 2 sq. 26 τέσσαρσιν a 29 ἀπόδοσίς ἐστιν Ua2: inv. ord. R: ἐστιν ἀπόδειξις a1
30 post ἐκτὸς add. γωνίας a τέσσαρσιν a 31 ἔχειν οm. R
		",In Aristotelis Analytica Posteriora Commentaria,Joannes Philoponus,None
442974,Data/tlg1443tlg0041st1K-grc1_clean.xml1-0-1-1-0-0,"
			 Ἀποδεξάμενος ἐν θεῷ τὸ πολυαγάπητόν σου
ὀνομα, ὃ κέκτησθε φύσει δικαίᾳ 
		",Ad Ephesios (epist. 1),Ignatius Antiochenus,None
446690,Data/tlg1484tlg0011st1K-grc1_clean.xml1-0-0-24-2-0,"
			 Ἐγὼ δὲ πάλιν Πιόνιος ἐκ τοῦ προγεγραμμένου ἔγραψα ἀναζητήσας αὐτά, κατὰ
                            ἀποκάλυψιν φανερώσαντός μοι τοῦ μακαρίου Πολυκάρπου, καθὼς δηλώσω ἐν τῷ
                            καθεξῆς, συναγαγὼν αὐτὰ ἤδη σχεδὸν ἐκ τοῦ χρόνου κεκμηκότα, ἵνα κἀμὲ
                            συναγάγῃ ὁ κύριος Ἰησοῦς Χριστὸς μετὰ τῶν ἐκλεκτῶν αὐτοῦ εἰς τὴν
                            οὐράνιον βασιλείαν αὐτοῦ, ᾧ ἡ δόξα σὺν τῷ πατρὶ καὶ ἁγίῳ πνεύματι εἰς
                            τοὺς αἰῶνας τῶν αἰώνων. ἀμήν. 
		",Martyrium Polycarpi,Anonymous,"And I,  again, Pionius, wrote it out from the former writings, after searching for it, because the blessed Polycarp showed it me in a vision, as I will explain in what follows, and I gathered it together when it was almost worn out by age, that the Lord Jesus Christ may also gather me together with his elect into his heavenly kingdom, to whom be glory with the Father and the Holy Spirit, for ever and ever, Amen."
446697,Data/tlg1484tlg0011st1K-grc1_clean.xml1-0-0-25-5-0,"
			 Ἐκ τούτων οὖν, ὡς προλέλεκται, τῶν τοῦ Εἰρηναίου συγγραμμάτων Γάϊος
                            μετεγράψατο, ἐκ δὲ τῶν Γαΐου ἀντιγράφων Ἰσοκράτης ἐν Κορίνθῳ. ἐγὼ δὲ
                            πάλιν Πιόνιος ἐκ τῶν Ἰσοκράτους ἀντιγράφων ἔγραψα κατὰ ἀποκάλυψιν τοῦ
                            ἁγίου Πολυκάρπου ζητήσας αὐτά, συναγαγὼν αὐτὰ ἤδη σχεδὸν ἐκ τοῦ χρόνου
                            κεκμηκότα, ἵνα κἀμὲ συναγάγῃ ὁ κύριος Ἰησοῦς Χριστὸς μετὰ τῶν ἐκλεκτῶν
                            αὐτοῦ εἰς τὴν ἐπουράνιον αὐτοῦ βασιλείαν: ᾧ ἡ δόξα σὺν τῷ πατρὶ καὶ τῷ
                            υἱῷ καὶ τῷ ἁγίῳ πνεύματι εἰς τοὺς αἰῶνας τῶν αἰώνων. ἀμήν.
		",Martyrium Polycarpi,Anonymous,None
