	FPP	English	Sentiment
665	αμολγος	in the hours before daybreak	NULL
666	αμοργις	fine flax from the isle of Amorgos	NULL
667	αμορια		NULL
668	αμορφια	unshapeliness, unsightliness	NULL
669	αμουσια	want of refinement, rudeness, grossness	NULL
670	αμπᾰλος		NULL
671	αμπελανθη		NULL
672	αμπελεων		NULL
673	αμπελις	a vine-plant	NULL
674	αμπελος	clasping tendrils	NULL
675	αμπελουργος	a vine-dresser	NULL
676	αμπελοφυτωρ	a vine-planter	NULL
677	αμπελων	a vineyard	NULL
678	αμπεχονη	a fine robe	NULL
679	απλακημα	an error, fault, offence	NULL
680	αμπῠκτηρ	a horse's head-band	NULL
681	αμπυξ	a woman's head-band, snood	NULL
682	αμπωτις	a being sucked back, the ebb-tide	NULL
683	αμυγδᾰλη	an almond-tree	NULL
684	αμυγμα	a scratching, tearing	NULL
685	αμυκλαιον	the temple of Amyclaean Apollo	NULL
686	αμυκλαι	a sort of shoes	NULL
687	αμυνια	on its guard	NULL
688	αμυντηριον	a means of defence	NULL
689	αμυντωρ	a defender, helper	NULL
690	αμυστις	a long draught	NULL
691	αμῠχη	a scratch, skin-wound	NULL
692	αμφᾰσιη	speechlessness	NULL
693	αμφιαραος	Amphiaraus	NULL
694	αμφιᾰσμα	a garment	NULL
695	αμφιβᾰσις	a going round, encompassing	NULL
696	αμφιβλημα	something thrown round	NULL
697	αμφιβληστρον	anything thrown round	NULL
698	αμφιβολια	the state of being attacked on both sides	NULL
699	αμφιδεαι	things bound round, bracelets	NULL
700	αμφιελισσα	rowed on both sides	NULL
701	αμφιεσμα	a garment	NULL
702	αμφιθεᾱτρον	a double theatre, amphitheatre	NULL
703	αμφικτυονες	they that dwell round, next neighbours	NULL
704	αμφικτυονες	the Amphictyons	NULL
705	αμφικτυονια	the Amphictyonic League	NULL
706	αμφικτυονις	a state in the Amphictyonic League	NULL
707	αμφιλογια	dispute, debate	NULL
708	αμφιλυκη	the morning-twilight, gray of morning	NULL
709	αμφιμητορες	brothers	NULL
710	αμφιπληξ	striking with both sides, double-edged	NULL
711	αμφιπολις	encompassing a city	NULL
712	αμφιπτῠχη	a folding round, embrace	NULL
713	αμφισβαινα	a kind of serpent, that can go either forwards or backwards	NULL
714	αμφισβητημα	a point in dispute	NULL
715	αμφισβᾰσιη	a dispute, controversy, debate	NULL
716	αμφιτρης	pierced from end to end	NULL
717	αμφιφορευς	a large jar with two handles	NULL
718	αμφοδον	a road round houses, a street	NULL
719	αμφορευς	an amphora, jar, urn	NULL
720	αμφορισκος		NULL
721	αμφωβολος	a javelin	NULL
722	αμβᾰσις	a going up, mounting	NULL
723	αμβατης	one mounted	NULL
724	αναβῐωσις	a reviving	NULL
725	αναβλεψις	a looking up	NULL
726	αναβλησις	a putting off, delay	NULL
727	αμβοαμα	a loud cry	NULL
728	αναβολευς	a groom who helps one to mount	NULL
729	αμβολη	that which is thrown up, a mound	NULL
730	αναγκαιον	a place of constraint, a prison	NULL
731	ᾰναγκα	force, constraint, necessity	NULL
732	αναγνωρισις	recognition	NULL
733	αναγνωσις	recognition	NULL
734	αναγνωσμα	a passage read aloud, a lecture	NULL
735	αναγνωστης	a reader, a slave trained to read	NULL
736	ανᾰγορευσις	a public proclamation	NULL
737	αναγρᾰφευς	a registrar	NULL
738	αναγρᾰφη	a registering	NULL
739	αναγωγη	a leading up	NULL
740	αναδασμος	re-distribution	NULL
741	αναδειγμα	a mouthpiece used by public criers	NULL
742	αναδειξις	a proclamation	NULL
743	αναδεσις	a binding on	NULL
744	ανδεμα	a band for the hair, a head-band	NULL
745	αναδοσις	a distribution: digestion	NULL
746	αναδοχη	a taking up, undertaking	NULL
747	αναδῠσις	a drawing back, retreat	NULL
748	αναζευξις	a marching off, return home	NULL
749	ανθεμ	anything devoted to evil, an accursed thing	NULL
750	αναθημ	a votive offering set up	NULL
751	αναθρεμμα	a nursling	NULL
752	αναιδει	shamelessness, impudence, effrontery	NULL
753	αναιρεσις	a taking up	NULL
754	αναισθησια	want of feeling	NULL
755	αναισιμωμα	consumption, expenditure	NULL
756	αναισχυντια	shamelessness	NULL
757	ανακαινωσις	renewal	NULL
758	ανακᾰλυπτηρια	presents	NULL
759	ανακειον	the temple of the Dioscuri	NULL
760	ανακελᾰδος	a loud shout	NULL
761	ανᾰκες	the Dioscuri, Castor and Pollux	NULL
762	ανακῑνησις	a swinging to and fro	NULL
763	ανακλησις	a calling on, invocation	NULL
764	ανακομιδη	a carrying away again, recovery	NULL
765	ανακοπη	a beating back: the recoil	NULL
766	ανακουφισις	relief	NULL
767	ανακρᾱσις	a mixing with others	NULL
768	ανακρισις	examination of parties concerned in a suit, a preparation	NULL
769	αγκρουσις	a pushing back	NULL
770	ανακτοριη	management	NULL
771	ανακτορον	a palace	NULL
772	αναλγησια	want of feeling, insensibility	NULL
773	αναληψις	a taking up	NULL
774	αναλκιη	want of strength, feebleness	NULL
775	ᾰναλκις	without strength, impotent, feeble	NULL
776	αναλογια	proportion	NULL
777	αναλογισμος	reconsideration	NULL
778	αναλῠσις	a loosing, releasing	NULL
779	αναλῠτηρ	a deliverer	NULL
780	αναλωμ	expenditure, cost	NULL
781	αναλωσις	outlay, expenditure	NULL
782	αναλωτα	a spender, waster	NULL
783	αναμετρησις	a measurement	NULL
784	αναμιξις	intercourse	NULL
785	αναμνησις	a calling to mind, recollection	NULL
786	ανανδρια	want of manhood	NULL
787	ανανεωσις	a renewal	NULL
788	ᾰναξια	a command, behest	NULL
789	αναξῐφορμιγξ	ruled by the lyre	NULL
790	ωναξ	a lord, master	NULL
791	αναξυρις	the trousers	NULL
792	αναπαυλα	repose, rest	NULL
793	αμπαυμα	a repose, rest	NULL
794	αμπαυσις	repose, rest	NULL
795	αναπληρωσις	a filling up	NULL
796	αναπλους	a sailing upstream	NULL
797	αμπνευμα	a resting-place	NULL
798	αναπνευσις	recovery of breath, respite from	NULL
799	αμπνοη	recovery of breath, revival	NULL
800	αναπομπη	a sending up	NULL
801	αναπομπος	one that sends up	NULL
802	αμπτυχη	the expanse	NULL
803	αναρμοστια	discord	NULL
804	αναρπᾰγη	re-capture	NULL
805	αναρρηξις	breakage	NULL
806	αναρρησις	a proclamation	NULL
807	αναρρῠσις	rescue	NULL
808	αναρχιᾱ	lack of a leader	NULL
809	ανασῑλος	bristling hair	NULL
810	ωνασς	a queen, lady, mistress	NULL
811	αναστασις	a raising up	NULL
812	αναστατα	a destroyer	NULL
813	αναστολη	a putting back	NULL
814	αναστροφη	a turning upside down, upsetting	NULL
815	ανασχεσις	a taking on oneself, endurance	NULL
816	ανατειχισμος	a rebuilding of the walls	NULL
817	αντολη	a rising, rise	NULL
818	ανατρησις	a trepanning	NULL
819	ανατροπη	an upsetting, overthrow	NULL
820	αναυρος	a torrent	NULL
821	αναφαλαντιας	bald in front	NULL
822	αναφλεξις	a lighting up	NULL
823	αναφορον	a pole	NULL
824	αναφῠγη	escape from	NULL
825	αναφωνημα	a proclamation	NULL
826	αναφωνησις	an outcry, ejaculation	NULL
827	αναχῠσις	effusion	NULL
828	αναχωρησις	a drawing back, retiring, retreating	NULL
829	αναψῠχη	a cooling, refreshing: relief, recovery, respite	NULL
830	ανδηρον	a raised border, flower-bed	NULL
831	ανδραγαθημα	a brave deed	NULL
832	ανδραγαθιη	bravery, manly virtue, the character of a brave honest man	NULL
833	ανδραγρι	the spoils of a slain enemy	NULL
834	ανδραποδισις	a selling free men into slavery, enslaving	NULL
835	ανδραποδιστης	a slave-dealer, kidnapper	NULL
836	ανδρᾰποδοκαπηλος	a slave-dealer	NULL
837	ανδραποδον	one taken in war and sold as a slave, a captive	NULL
838	ανδραριον	a manikin	NULL
839	ανδρεια		NULL
840	ανρεια	manliness, manhood, manly spirit	NULL
841	ανδρεικελον	an image of a man	NULL
842	ανδρειοτης		NULL
843	ανδροφοντης	man-slaying	NULL
844	ανδρηλᾰτης	he that drives one from home, the avenger of blood	NULL
845	ανδριαντισκος	a puppet	NULL
846	ανδρῐαντοποιος	a statue-maker, statuary, sculptor	NULL
847	ανδρῐας	the image of a man, a statue	NULL
848	ανδριον	a manikin	NULL
849	ανδροβρως	man-eating	NULL
850	ανδρογῠνος	a man-woman, hermaphrodite	NULL
851	ανδροθεα	the man-goddess	NULL
852	ανδροθνης	murderous	NULL
853	ανδροκμης	man-wearying	NULL
854	ανδροκτᾰσια	slaughter of men	NULL
855	ανδρολετειρ	a murderess	NULL
856	ανδροληψια	seizure of men	NULL
857	ανδροπαις	a man-boy	NULL
858	ανδροπληθεια	a multitude of men	NULL
859	ανδροσῐνις	hurtful to men	NULL
860	ανδροσφᾰγειον	a slaughter-house of men	NULL
861	ανδροσφιγξ	a man-sphinx, sphinx with the bust of a man	NULL
862	ᾰνδροτης	manliness, manhood, courage	NULL
863	ανδροφονια	slaughter of men	NULL
864	ανδρων	the men's apartment	NULL
865	ανειλειθυια	without the aid of Eileithuia	NULL
866	ανεισφορια	exemption from the	NULL
867	ανελευθερια	illiberality	NULL
868	ανελιγμα	anything rolled up, a ringlet	NULL
869	ανελιξις	an unfolding	NULL
870	ανελπις	without hope, hopeless	NULL
871	ᾰνεμος	wind	NULL
872	ανεμωνη	the wind-flower, anemone	NULL
873	ανεπιεικεια	unfairness, unkindness	NULL
874	ανεπιστημοσυνη	want of knowledge, ignorance, unskilfulness	NULL
875	ανεσις	a loosening, relaxing	NULL
876	ανευρεσις	a discovery	NULL
877	ανεψιᾰδους	a first-cousin's son	NULL
878	ανεψια	a first-cousin, cousin	NULL
879	ανητον	anise, dill	NULL
880	ανηνεμια		NULL
881	ανηνωρ	unmanly	NULL
882	ανα	fulfilment	NULL
883	ωνηρ	a man	NULL
884	ανθειον	a flower, blossom	NULL
885	ανθεμιον	with flowers	NULL
886	ανθεμις		NULL
887	ανθεμον	costliest	NULL
888	ανθερεων	the chin	NULL
889	ανθερῐξ	the beard	NULL
890	ανθεστηρια	the feast of flowers	NULL
891	ανθεστηριων	Anthesterion	NULL
892	ανθη	full bloom	NULL
893	ανθιππᾰσια	a sham-fight of horse	NULL
894	ανθολκη	a pulling in the contrary direction, resistance	NULL
895	ανθολογια	a flower-gathering	NULL
896	ανθοσμιᾱς	redolent of flowers	NULL
897	ανθος	a blossom, flower	NULL
898	ανθοσυνη	bloom, luxuriant growth	NULL
899	ανθρᾰκιη	a heap of charcoal, hot embers	NULL
900	ανθρᾰκια	a man black as a collier	NULL
901	ανθραξ	charcoal, coal	NULL
902	ανθρηνη	a hornet, wasp	NULL
903	ανθρηνιον	a wasp's nest	NULL
904	ανθρωπαρεσκος	a man-pleaser	NULL
905	ανθρωπαριον	a manikin	NULL
906	ωνθρωπ	a man's skin	NULL
907	ανθρωπιον	a manikin	NULL
908	ανθρωποδαιμων	a man-god	NULL
909	ανθρωποθῠσια	a human sacrifice	NULL
910	ωνθρωπος	manfaced	NULL
911	ανθρωποφᾰγια	an eating of men	NULL
912	ανθυπειξις	a mutual yielding	NULL
913	ονια	grief, sorrow, distress, trouble	NULL
914	ανιπτοπος	with unwashen feet	NULL
915	ανῐσοτης	inequality	NULL
916	ανισωσις	equalisation	NULL
917	ανοδος	a way up	NULL
918	ανοι	want of understanding, folly	NULL
919	ανοιξις	an opening	NULL
920	ανοκωχη	a stay, cessation	NULL
921	ανολβια	misery	NULL
922	ανολκη	a hauling up	NULL
923	ανομια	lawlessness	NULL
924	ανομοιοτης	dissimilarity	NULL
925	ανομολογια	disagreement	NULL
926	ανορεα		NULL
927	ανοσιοτης	profaneness	NULL
928	ανοχη	a holding back, stopping	NULL
929	αντᾰγωνιστης	an opponent, competitor, rival	NULL
930	αντᾰκαιος	sturgeon	NULL
931	ανταλλᾰγμα	that which is given	NULL
932	ανταποδομα	repayment, requital	NULL
933	ανταποδοσις	a giving back in turn	NULL
934	ανταυγεια	reflexion of light	NULL
935	αντεμφᾰσις	difference of appearance	NULL
936	αντεξορμησις	a sailing against	NULL
937	αντεραστης	a rival in love	NULL
938	αντερεισις	resistance	NULL
939	αντερως	return-love	NULL
940	αντηνωρ	instead of a man	NULL
941	αντηρετης	one who rows against	NULL
942	αντηρις	a prop, stay, support	NULL
943	αντηστις	a meeting	NULL
944	αντιανειρᾰ	a match for men	NULL
945	αντιβᾰσις	resistance	NULL
946	αντιβλεψις	a looking in the face, a look	NULL
947	αντιβολια	entreaty, prayer	NULL
948	αντιγραμμα		NULL
949	αντιγρᾰφευς	a check-clerk, controller	NULL
950	αντιγρᾰφη	a reply in writing	NULL
951	αντιδοσις	a giving in return, exchange	NULL
952	αντιθεσις	opposition, resistance	NULL
953	αντικατων	Anticato	NULL
954	αντικεντρον	something acting as a goad	NULL
955	αντικνημιον	the part of the leg opposite the	NULL
956	αντικρουσις	a striking against, hindrance: a repartee	NULL
957	αντιλᾰβη	a thing to hold by, a handle	NULL
958	αντιλεων	lion-like	NULL
959	αντιληξις	a motion for a new arbitration	NULL
960	αντιληψις	a receiving in turn	NULL
961	αντιλογιη	contradiction, controversy, disputation	NULL
962	αντιλυτρον	a ransom	NULL
963	αντιμῑμησις	close imitation of	NULL
964	αντιμισθια	a requital, recompense	NULL
965	αντινομια	ambiguity in the law	NULL
966	αντιπαις	like a boy	NULL
967	αντιπαραβολη	close comparison	NULL
968	αντιπαραγγελια	competition for a public office	NULL
969	αντιπαρασκευη	mutual preparation	NULL
970	αντιπερᾱ	the opposite coast	NULL
971	αντιπηξ	a kind of cradle	NULL
972	αντιπληξ	beaten by the opposing waves	NULL
973	αντιποιν	requital, retribution	NULL
974	αντιπολις	a rival city	NULL
975	αντιπραξις	counteraction, resistance	NULL
976	αντισηκωσις	equipoise, compensation	NULL
977	αντιστᾰσις	an opposite party	NULL
978	αντιστᾰσιωτης	one of the opposite faction	NULL
979	αντιστᾰτης	an opponent, adversary	NULL
980	αντιστρατηγος	the enemy's general	NULL
981	αντιστρᾰτοπεδεια	an encamping opposite	NULL
982	αντιστροφη	a turning about: the antistrophe	NULL
983	αντισυγκλητος	a counter-senate	NULL
984	αντιταγμα	an opposing force	NULL
985	αντιταξις	counter-array	NULL
986	αντιτειχισμα	a counter-fortification	NULL
987	αντιτεχνησις	counter-manoeuvring, emulation	NULL
988	αντιφῐλησις	return of affection	NULL
989	αντιφῠλᾰκη	a watching	NULL
990	αντιφυλαξ	one posted to watch another	NULL
991	αντιχορηγος	a rival choragus	NULL
992	αντιχριστος	Antichrist	NULL
993	αντλημα	a bucket for drawing water	NULL
994	αντλια	the hold of a ship	NULL
995	αντλος	the hold of a ship	NULL
996	αντριας	of a grotto	NULL
997	αντρον		NULL
998	αντυξ	the edge	NULL
999	αντωμοσια	an oath	NULL
1000	ανυποδησια	a going barefoot	NULL
1001	ανῠσις	accomplishment	NULL
1002	ανωγεων	anything raised from the ground; the upper floor of a house	NULL
1003	ανωμᾰλια	unevenness	NULL
1004	ανωριη	untimeliness	NULL
1005	αξενος	the Axine	NULL
1006	αξιη	the worth	NULL
1007	αξῑνη	an axe-head	NULL
1008	αξιωμ	that of which one is thought worthy, an honour	NULL
1009	αξιωσις	a thinking worthy	NULL
1010	αξων	an axle	NULL
1011	αοζος	copul.	NULL
1012	ωδη	song, a singing	NULL
1013	αοιδοθετης	a lyric poet	NULL
1014	αοιδοπολος	one busied with song, a poet	NULL
