	FPP	English	Sentiment
2600	τηνει	there	NULL
2601	τηνικαδ	at this time of day, so early	NULL
2602	τηνικ	at that time, then;	NULL
2603	τηνικαυτ	at that time, then	NULL
2604	τηνοθι	in that case, then	NULL
2605	τηνωθε		NULL
2606	τηνω	there	NULL
2607	τη	here, there	NULL
2608	τητες	this year, of	NULL
2609	τηυσιως	idle, vain, undertaken to no purpose	NULL
2610	τιη	why? wherefore?	NULL
2611	τιθασως	tame, domestic	NULL
2612	τιμιωτατα	valued	NULL
2613	τλημονως		NULL
2614	τλημονως	suffering, enduring, patient, stout-hearted	NULL
2615	τμηδην	by cutting, so as to cut	NULL
2616	τοθεν	hence, thence	NULL
2617	τοθ	there, in that place	NULL
2618	τοιως	quality, such, such-like	NULL
2619	τολμηρως	hardihood	NULL
2620	τολοιπον	for the rest, for the future	NULL
2621	τομωτερον	cutting	NULL
2622	τονυν	for the present	NULL
2623	τοπαρος		NULL
2624	τοπικως	concerning	NULL
2625	τοπριν		NULL
2626	τορως	piercing	NULL
2627	τοσσαχ	so many times, so often	NULL
2628	τοσαυτακις		NULL
2629	τοσημερον	to-day	NULL
2630	τοσως	so great, so vast	NULL
2631	τοτηνικα		NULL
2632	τοτ	at times, now and then	NULL
2633	τοτ	at that time, then	NULL
2634	τοτριτον		NULL
2635	τουνεκ	for that reason, therefore	NULL
2636	τουτει		NULL
2637	τουτωθεν	hence, thence	NULL
2638	τοφρ	up to	NULL
2639	τραγικως	of	NULL
2640	τρανως	piercing	NULL
2641	τρηχεως	rugged, rough	NULL
2642	τρῐᾱκοντακῐς	thirty times	NULL
2643	τρῐβωνικως	like a	NULL
2644	τριπᾰλαι	long long ago	NULL
2645	τρισμῡριοπᾰλαι	thirty thousand times long-ago	NULL
2646	τρις	thrice, three times	NULL
2647	τρισσοθεν	from three sides	NULL
2648	τριστοιχι	in three rows	NULL
2649	τρισυλλαβως	trisyllabic	NULL
2650	τριτως	the third	NULL
2651	τρῐχα	threefold, in three parts	NULL
2652	τρῐχη	in	NULL
2653	τριχθα	in	NULL
2654	τρῐχου	in three places	NULL
2655	τροῐαθεν	from Troy	NULL
2656	τρωανδ	to Troy	NULL
2657	τροπικως	of the solstice	NULL
2658	τροχοειδως	round as a wheel, circular	NULL
2659	τρυφερως	delicate, dainty	NULL
2660	τρυφηλως		NULL
2661	τρωιᾱθεν	from Troy	NULL
2662	τυιδ	here	NULL
2663	τυνδαρεως	Tyndareos	NULL
2664	τυπωδως	like an outline	NULL
2665	τυραννικως	of	NULL
2666	τυφλως	blind	NULL
2667	τῡφωνοειδως	like a whirlwind	NULL
2668	τυχαιως	accidental, chance	NULL
2669	τυχαγαθη	the good which man obtains	NULL
2670	τυχηρως	lucky, fortunate	NULL
2671	τῠχον		NULL
2672	τῠχοντως	by chance	NULL
2673	τω	therefore, in this wise, thereupon	NULL
2674	τως	so, in this wise	NULL
2675	υβριστικως	given to wantonness, wanton, insolent, outrageous	NULL
2676	υβριστοτερον	wanton, insolent, outrageous	NULL
2677	υγιεινως	good for the health, wholesome, sound, healthy	NULL
2678	υγιηρως	good for the health, wholesome	NULL
2679	υγιως	sound, healthy, hearty, sound in	NULL
2680	υγρως	wet, moist, running, fluid	NULL
2681	υμετερονδ	your, yours	NULL
2682	υμως	your	NULL
2683	υπαιθᾰ	out under, slipping away	NULL
2684	υπεναντιως	set over against, meeting	NULL
2685	ῠπενερθε	underneath, beneath	NULL
2686	υπερακρως	over	NULL
2687	υπερανω	over, above	NULL
2688	υπερβαλλοντως	exceedingly	NULL
2689	υπερβατως	to bepassed	NULL
2690	υπερβεβλημενως	beyond all measure, immoderately	NULL
2691	υπερβολαδην	immoderately, excessively	NULL
2692	υπεργηρως	exceeding old, of extreme age	NULL
2693	υπερδικως	more than just, severely just	NULL
2694	υπερεκεινα	on yon side, beyond	NULL
2695	υπερεκπερισσου	super-abundantly	NULL
2696	υπερευ	exceeding well, excellently	NULL
2697	υπερηδεως	exceeding sweet	NULL
2698	υπερηφανως	overweening, arrogant, haughty	NULL
2699	υπερθυμως	high-spirited, high-minded, daring	NULL
2700	υπερκοπως	overstepping all bounds, extravagant, arrogant	NULL
2701	υπερκοτως	exceeding angry, cruel	NULL
2702	υπερλιαν	exceedingly, beyond all doubt	NULL
2703	υπερμετρως	beyond all measure, excessive	NULL
2704	υπερμορα		NULL
2705	υπεροπτικως	disposed to despise others, contemptuous, disdainful	NULL
2706	υπερπαθως	grievously afflicted.	NULL
2707	υπεραγαν	over, above, w. gen, over, beyond, w. acc.	NULL
2708	υπερπερισσως	beyond all measure	NULL
2709	υπερτατως	uppermost, highest, supreme	NULL
2710	υπερφευ		NULL
2711	υπερφιαλως	overbearing, overweening, arrogant	NULL
2712	υπερφυως	overgrown, enormous	NULL
2713	υπερχρεως	over head and ears in debt	NULL
2714	υπερωιοθεν	from an upper room	NULL
2715	υποαμουσοτερον	somewhat estranged from the Muses	NULL
2716	υποβληδην	throwing in covertly	NULL
2717	υποβρῠχα	under water	NULL
2718	υπογυως	under one's hand, nigh at hand	NULL
2719	υποδεεστερον	somewhat deficient, inferior;	NULL
2720	υποδρᾰ	from under	NULL
2721	υποκατω	below, under	NULL
2722	υποκριτικως	belonging to	NULL
2723	υπομαργοτερον	somewhat mad	NULL
2724	υπονομηδον	by means of pipes	NULL
2725	υποπλεως	pretty full	NULL
2726	υποπτως	looked at from beneath	NULL
2727	υπουλως	festering under the scar	NULL
2728	υποφειδομενως	somewhat sparingly, rarely	NULL
2729	υποφθονως	somewhat jealous	NULL
2730	υποχρεως	indebted, in debt	NULL
2731	υπτιως	sub	NULL
2732	υσμινηνδε	a fight, battle, combat	NULL
2733	υστατως		NULL
2734	υστερως	latter, last	NULL
2735	υφαντικως	skilled in weaving	NULL
2736	υφειμενως	remissly, less violently	NULL
2737	υψηλως	high, lofty, high-raised	NULL
2738	υψικερως	high-horned	NULL
2739	υψικομπως	high boasting, arrogant	NULL
2740	υψῐ	on high, aloft	NULL
2741	υψοθεν	from on high, from aloft, from above	NULL
2742	υψοθ	aloft, on high	NULL
2743	υψος	aloft, on high, up high	NULL
2744	υψου	aloft, on high	NULL
2745	φαεινοτερον	shining, beaming, radiant	NULL
2746	φαιδρως	bright, beaming	NULL
2747	φᾰλαγγηδον	in phalanxes	NULL
2748	φαληροθεν	from Phalerum	NULL
2749	φαληροι	at Phalerum	NULL
2750	φαληρονδε	to Phalerum	NULL
2751	φανερως	open to sight, visible, manifest, evident	NULL
2752	φανοτατα	light, bright	NULL
2753	φατως	that may be spoken	NULL
2754	φαυλως	easy, slight	NULL
2755	φειδωλως	sparing, thrifty	NULL
2756	φερεπονωτατα	bringing toil and trouble	NULL
2757	φθιηνδ	to Phthia.	NULL
2758	φθιηφι	Phthia	NULL
2759	φθονερως	envious, jealous, grudging	NULL
2760	φιλαδελφως	loving one's brother	NULL
2761	φιλαληθως	loving truth	NULL
2762	φιλανθρωπως	loving mankind, humane, benevolent, kindly	NULL
2763	φιλαπεχθημονως	fond of making enemies, quarrelsome	NULL
2764	φιλεταιρως	fond of one's comrades	NULL
2765	φιλικως	of	NULL
2766	φιλιως	of	NULL
2767	φιλοδοξως	loving honour	NULL
2768	φιλοδωρως	fond of giving, bountiful	NULL
2769	φιλοκαλως	loving the beautiful	NULL
2770	φιλοκινδῡνως	fond of danger, adventurous	NULL
2771	φιλονικως	fond of strife, eager for strife, contentious	NULL
2772	φιλοξενως	loving strangers, hospitable	NULL
2773	φιλοπολεμως	fond of war, warlike	NULL
2774	φιλοπονως	loving labour, laborious, industrious, diligent	NULL
2775	φιλοσοφωτερον	a lover of wisdom	NULL
2776	φιλως	loved, beloved, dear	NULL
2777	φιλοστονως	loving sighs, piteous	NULL
2778	φιλοστοργως	loving tenderly, affectionate	NULL
2779	φιλοτεχνως	fond of art, artistic	NULL
2780	φιλοτῑμως	loving honour, covetous of honour, ambitious, emulous	NULL
2781	φιλοφρονως	kindly minded, kindly, friendly, affable	NULL
2782	φιλοχρηματως	loving money, fond of money	NULL
2783	φλαυρως	petty, paltry, trivial	NULL
2784	φλογερωτερον	flaming, fiery-red	NULL
2785	φοβερως	fearful	NULL
2786	φοβονδ	flight	NULL
2787	φοινικιστι	in the Phoenician tongue	NULL
2788	φονικωτερον	inclined to slay, murderous, bloody, sanguinary	NULL
2789	φοραδην	borne along, borne	NULL
2790	φορηδον	bearing like a bundle	NULL
2791	φορμηδον	like mat-work, cross-wise, athwart	NULL
2792	φορως	bringing on one's way, forwarding	NULL
2793	φορτικως	of the nature of a burden	NULL
2794	φοωσδε	to the light, to the light of day	NULL
2795	φραγδην	fenced, armed	NULL
2796	φραδεως	understanding, wise, shrewd	NULL
2797	φρενοθεν	of	NULL
2798	φρενομορως	so as to destroy the mind	NULL
2799	φρικωδεστατα	that causes shuddering, horrible	NULL
2800	φρονιμως	in one's right mind, in one's senses	NULL
2801	φρονουντως	wisely, prudently	NULL
2802	φροντιστικως	thoughtful	NULL
2803	φρῠγιστι	in the Phrygian mode	NULL
2804	φυγαδ	to flight, to flee	NULL
2805	φυλακτικως	preservative	NULL
2806	φυρδην	mixedly, in utter confusion	NULL
2807	φυσικως	natural, native	NULL
2808	χαλαρως	slack, loose	NULL
2809	χαλεπως	hard to bear, painful, sore, grievous	NULL
2810	χαλκεως	of copper	NULL
2811	χαλκεως	a copper coin	NULL
2812	χᾰμαδῐς	to the ground, on the ground	NULL
2813	χαμαζ	to the ground, on the ground	NULL
2814	χᾰμαθεν	from the ground	NULL
2815	χᾰμαι	on the earth, on the ground	NULL
2816	χαμηλοτερον	on the ground, creeping	NULL
2817	χᾰμοθεν		NULL
2818	χανδον	with mouth wide open, greedily	NULL
2819	χαριεν	graceful, beautiful, lovely	NULL
2820	χαριν	Grace	NULL
2821	χαυνως	gaping	NULL
2822	χειροποιητως	made by hand, artificial	NULL
2823	διαχειρως	the hand	NULL
2824	χειρονως	worse, meaner, inferior	NULL
2825	χερσοθεν	from dry land	NULL
2826	χερσοθι	on dry land	NULL
2827	χερσονδ	to	NULL
2828	χθαμαλωτερον	near the ground, on the ground, flat	NULL
2829	χθες	yesterday	NULL
2830	χθονιως	in, under	NULL
2831	χῑλιοπᾰλαι	a thousand times long ago, long long ago	NULL
2832	χολωδεστερον	like bile	NULL
2833	χορονδε	to the festive dance	NULL
2834	χρειως	needing, being in want of	NULL
2835	χρησιμως	useful, serviceable, good for use, good, apt	NULL
2836	χρηστως	useful, good of its kind, serviceable	NULL
2837	χρονιωτερον	after a long time, late	NULL
2838	χρῡσοκερως	with horns of gold	NULL
2839	χυδην	in floods	NULL
2840	χωρις	separately, asunder, apart, by oneself	NULL
2841	χωριτικως	of	NULL
2842	ψευδως	lying, false	NULL
2843	ψευδωνυμως	under a false name, falsely called	NULL
2844	ψιθυρως	whispering: slanderous	NULL
2845	ψιλως	bare	NULL
2846	ψοφοδεως	frightened at every noise, shy, timid	NULL
2847	ψυχικως	of the soul	NULL
2848	ψυχρως	cold, chill	NULL
2849	ωδ	in this wise, so, thus	NULL
2850	ωδικως	fond of singing, vocal, musical	NULL
2851	ωδῑ		NULL
2852	ωχ	quickly, swiftly, fast	NULL
2853	ωκεᾰνονδε	to Ocean	NULL
2854	ωκεως		NULL
2855	ωκιστα	mostly swiftly	NULL
2856	ωκεως	quick, swift, fleet	NULL
2857	ωμως	raw, undressed	NULL
2858	ωμοφρονως	savage-minded, savage	NULL
2859	ωνομασμενως	by giving names	NULL
2860	ωπερ	where	NULL
2861	ωραιως	produced at the right season	NULL
2862	ωρας	in season, in good time	NULL
2863	ωρικως	in one's prime, youthful, blooming	NULL
2864	ωσαυτω	in like manner, just so	NULL
2865	ωσει	just as if, as though	NULL
2866	ως	thus, as, so that, since	NULL
2867	ωσπερ	just as if, even as	NULL
2868	ωτ	as, as being	NULL
2869	ωφελιμως	helping, useful, serviceable, profitable, advantageous, beneficial	NULL
