	FPP	English	Sentiment
628	αντεγκᾰλεω	to accuse in turn	NULL
629	αντεικαζω	to compare in return	NULL
630	αντεισαγω	to introduce instead, substitute	NULL
631	αντεκκλεπτω	to steal away in return	NULL
632	αντεκκοπτω	to knock out in return	NULL
633	αντεκπεμπω	to send out in return	NULL
634	αντεκπλεω	to sail out against	NULL
635	αντεκτεινω	to stretch out in opposition	NULL
636	αντεκτιθημι	to set forth	NULL
637	αντεκτρεχω	to sally out against	NULL
638	αντελαυνω	to sail against	NULL
639	αντελπιζω	to hope instead	NULL
640	αντεμβαλλω	to make an inroad in turn	NULL
641	αντεμβῐβαζω	to put on board instead	NULL
642	αντενδιδωμι	to give way in turn	NULL
643	αντεξαγω	to export in turn	NULL
644	αντεξαιτεω	to demand in return	NULL
645	αντεξελαυνω	to drive, ride, sail out against	NULL
646	αντεξεταζω	to try	NULL
647	αντεξιππευω	to ride out against	NULL
648	αντεπαγω	to lead against	NULL
649	αντεπαινεω	to praise in return	NULL
650	αντεπαφιημι	to let slip against	NULL
651	αντεπειμι	ibo	NULL
652	αντεπεξαγω	to go out against	NULL
653	αντεπεξειμι	ibo	NULL
654	αντεπεξελαυνω	to march out	NULL
655	αντεπηχεω	to clamour against	NULL
656	αντεπιβουλευω	to form counter-designs	NULL
657	αντεπιγραφω	to write	NULL
658	αντεπιδεικνῡμι	to exhibit in turn	NULL
659	αντεπιθῡμεω	to desire	NULL
660	αντεπικουρεω	to help in return	NULL
661	αντεπιστελλω	to write an answer	NULL
662	αντεπιστρᾰτευω	to take the field against	NULL
663	αντεπιτασσω	to order in turn	NULL
664	αντεπιτειχιζω	to build a fort in retaliation	NULL
665	αντεπιτιθημι	to entrust	NULL
666	αντεπιχειρεω	to attack in turn	NULL
667	αντερᾰνιζω	to contribute in turn	NULL
668	ταντερ	to love in return	NULL
669	αντερειδω	to set firmly against	NULL
670	αντερωτα	to question in turn	NULL
671	αντευεργετω	to return a kindness	NULL
672	αντευνοεω	to wish well in return	NULL
673	αντεχω	to hold against	NULL
674	αντῐαχω	to sound	NULL
675	αντῐαζω	to meet face to face	NULL
676	αντι	to go for the purpose of meeting	NULL
677	αντιβαινω	to go against, withstand, resist	NULL
678	αντιβαλλω	to throw against	NULL
679	αντιβλεπω	to look straight at, look in the face	NULL
680	αντιβοαω	to return a cry	NULL
681	αντιβοηθεω	to help in turn	NULL
682	βολεω	to meet by chance	NULL
683	αντιβρονταω	to rival in thundering	NULL
684	αντιγενεηλογεω	to rival in pedigree	NULL
685	αντιγνωμονεω	to be of a different opinion	NULL
686	αντιγρᾰφω	to write against	NULL
687	αντιδακνω	to bite in turn	NULL
688	αντιδεω	to entreat in return	NULL
689	αντιδημᾰγωγεω	to rival as a demagogue	NULL
690	αντιδιαβαινω	to cross over in turn	NULL
691	αντιδιαβαλλω	to attack in return	NULL
692	αντιδιαπλεκω	to retort	NULL
693	αντιδιατιθημι	to offer resistance	NULL
694	αντιδῐδασκω	to teach in turn	NULL
695	αντιδιδωμι	to give in return, repay	NULL
696	αντιδιεξειμι	ibo	NULL
697	αντιδῐκεω	to dispute, go to law	NULL
698	αντιδουλευω	to serve in place of	NULL
699	αντιδραω	to act against, retaliate	NULL
700	αντιζητεω	to seek one who is seeking us	NULL
701	αντιζωγρεω	to save alive in turn	NULL
702	αντιθαπτω	to bury opposite	NULL
703	αντιθερᾰπευω	to take care of in return	NULL
704	αντιθεω	to run against	NULL
705	αντιθηγω	to whet against	NULL
706	αντικατιστημι	to lay down	NULL
707	αντικᾰκουργεω	to damage in turn	NULL
708	αντικᾰλεω	to invite in turn	NULL
709	αντικαταθνησκω	to die	NULL
710	αντικαταλειπω	to leave in one's stead	NULL
711	αντικατατεινω	to stretch out	NULL
712	αντικατηγορω	to accuse in turn, recriminate upon	NULL
713	αντικελευω	to command in turn	NULL
714	αντικηδευω	to tend instead of	NULL
715	αντικηρυσσω	to proclaim in answer	NULL
716	αντικλαζω	to sound against, to be echoed by	NULL
717	αντικλαω	to weep in return	NULL
718	αντικολαζω	to be punished in return	NULL
719	αντικολᾰκευω	to flatter in turn	NULL
720	αντικομιζω	to bring back as an answer	NULL
721	αντικομπαζω	to boast in opposition	NULL
722	αντικοπτω	to beat back, resist, oppose	NULL
723	αντικρᾰτεω	to hold instead of	NULL
724	αντικρουω	to strike against, to be a hindrance, counteract	NULL
725	αντικτῠπεω	to ring, clash against	NULL
726	αντῐκυρω	to hit upon, meet	NULL
727	αντικωμωδεω	to ridicule in turn	NULL
728	αντιλαγχανω	to have a new	NULL
729	αντιλακτιζω	to kick against	NULL
730	αντιλαμβανω	to receive instead of	NULL
731	αντιλαμπω	to kindle a light in turn	NULL
732	αντιλεγω	to speak against, gainsay, contradict	NULL
733	αντιλογεω	to deny	NULL
734	αντιλοιδορεω	to rail at	NULL
735	αντιλῡπεω	to vex in return	NULL
736	αντιμανθανω	to learn instead	NULL
737	αντιμαρτῠρεω	to appear as witness against, to contradict solemnly	NULL
738	αντιμεθελκω	to drag different ways	NULL
739	αντιμεθιστημι	to move from one side to the other, to revolutionise	NULL
740	αντιμελλω	to wait and watch against	NULL
741	αντιμετειμι	ibo	NULL
742	αντιμετρεω	to measure out in turn, to give in compensation	NULL
743	αντιναυπηγεω	to build ships against	NULL
744	αντινῑκαω	to conquer in turn	NULL
745	αντιξοεω	to set oneself against	NULL
746	αντιοστᾰτεω	to be contrary	NULL
747	αντιπαιζω	to play one with another	NULL
748	αντιπαραβαλλω	to hold side by side, to compare	NULL
749	αντιπαραγγελλω	to command in turn	NULL
750	αντιπαραγω	to lead the army against, advance to meet the enemy	NULL
751	αντιπαραθεω	to outflank	NULL
752	αντιπαρακαλω	to summon in turn	NULL
753	αντιπαραλῡπεω	to annoy in turn	NULL
754	αντιπαραπλεω	to sail along on the other side	NULL
755	αντιπαρατεινω	to stretch side by side	NULL
756	αντιπαρατιθημι	to contrast and compare	NULL
757	αντιπαρειμι	ibo	NULL
758	αντιπαρεξαγω	to lead on against	NULL
759	αντιπαρεχω	to supply in turn	NULL
760	αντιπασχω	to suffer in turn	NULL
761	αντιπᾰτᾰγεω	to clatter so as to drown	NULL
762	αντεπεισειμι	over against, opposite.  c. gen.	NULL
763	αντιπεμπω	to send back an answer	NULL
764	αντιπεριλαμβανω	to embrace in turn	NULL
765	αντιπεριπλεω	to sail round on the other side	NULL
766	αντιπεριχωρεω	to move round in turn	NULL
767	αντιπιπτω	to fall against, resist	NULL
768	αντιπλεω	to sail against	NULL
769	αντιπληροω	to man	NULL
770	αντιπλησσω	to strike in turn	NULL
771	αντιπνεω	to be contrary	NULL
772	αντιποθεω	to long for in turn	NULL
773	αντιποιεω	to do in return	NULL
774	αντιπολεμεω	to urge war against	NULL
775	αντιπολιορκεω	to besiege in turn	NULL
776	αντιπορθεω	to ravage in return	NULL
777	αντιπρησσω	to act against, seek to counteract	NULL
778	αντιπροειμι	ibo	NULL
779	αντιπροσᾰγορευω	to salute in turn	NULL
780	αντιπροσειμι	ibo	NULL
781	αντιπροσφερω	to bring near in turn	NULL
782	αντιπροτεινω	to offer in turn	NULL
783	αντιπυργοω	to build a tower over against	NULL
784	αντιρρεπω	to counterpoise, balance	NULL
785	αντισηκοω	to counterbalance, compensate for	NULL
786	αντισκωπτω	to mock in return	NULL
787	αντισπαω	to draw the contrary way, hold back	NULL
788	αντιστᾰσιαζω	to form a party against	NULL
789	αντιστᾰτεω	to resist, oppose	NULL
790	αντιστοιχω	to stand opposite in rows	NULL
791	αντιστρᾰτηγεω	to be Propraetor	NULL
792	αντιστρᾰτοπεδευω	to encamp over against	NULL
793	αντιστρεφω	to turn to the opposite side	NULL
794	αντισυνανταω	to meet face to face	NULL
795	αντισφαιριζω	to play at ball against	NULL
796	αντιτᾰλαντευω	to counterbalance, compensate for	NULL
797	αντιτασσω	to set opposite to, range in battle against	NULL
798	αντῐτεινω	to stretch out in return, to offer in return, to repay	NULL
799	αντιτεμνω	to cut against	NULL
800	αντιτιθημι	to set against, oppose	NULL
801	αντιτῑμα	to honour in return	NULL
802	αντιτινω	to pay	NULL
803	αντιτολμαω	to dare to stand against	NULL
804	αντιτοξευω	to shoot arrows in turn	NULL
805	αντιτορεω	to bore right through	NULL
806	αντιτρεφω	to maintain in turn	NULL
807	αντῐτυγχανω	to meet with in return	NULL
808	αντιτῠποω	to express as by a figure	NULL
809	αντιτυπτω	to beat in turn	NULL
810	αντῐφεριζω	to set oneself against, measure oneself with	NULL
811	αντιφερω	to set against	NULL
812	αντιφευγω	to go into exile in turn	NULL
813	αντιφημι	to speak against, to contradict	NULL
814	αντιφῐλεω	to love in return	NULL
815	αντιφῐλοσοφεω	to hold contrary tenets	NULL
816	αντιφορτιζω	to take in a return cargo	NULL
817	αντιφρασσω	to barricade, block up	NULL
818	αντιφῠλασσω	to watch in turn	NULL
819	αντιφωνεω	to sound in answer, reply	NULL
820	αντιχαιρω	to rejoice in answer to	NULL
821	αντιχειροτονεω	to vote against	NULL
822	αντιχορηγεω	to be a rival choragus	NULL
823	αντιχραω	to be sufficient	NULL
824	αντιψαλλω	to play a lyre in accompaniment to	NULL
825	αντλεω	to bale out bilge-water, bale the ship	NULL
826	αντοικτιρω	to pity in return	NULL
827	αντομνῡμι	to swear in turn	NULL
828	αντονομαζω	to name instead, call by a new name	NULL
829	αντοφειλω	to owe	NULL
830	αντοφθαλμεω	to meet face to face, to face	NULL
831	αντιοχει	to drive	NULL
832	αντωφελεω	to assist	NULL
833	ανυμνεω	to praise in song	NULL
834	ανυποδητεω	to go barefoot	NULL
835	ανῠφαινω	to weave anew, renew	NULL
836	ανυψοω	to raise up, exalt	NULL
837	ᾰνῠω	to effect, achieve, accomplish, complete	NULL
838	ᾱνω	to accomplish, achieve, finish	NULL
839	ανωγω	to command, order	NULL
840	ανωθεω	to push up, push off from shore	NULL
841	αξιω	to think	NULL
842	αοιδιαω	to sing	NULL
843	αολλιζω	to gather together	NULL
844	αορτεω	suspended	NULL
845	αοσσεω	to help	NULL
846	απαγγελλω	to bring tidings, report, announce	NULL
847	απᾰγῑνεω	paying tribute	NULL
848	απαγορευω	to forbid	NULL
849	απαγχονιζω	to strangle	NULL
850	απαγχω	to strangle, throttle	NULL
851	απᾰγω	to lead away, carry off	NULL
852	απαδω	to sing out of tune, be out of tune	NULL
853	απᾰειρω	poet. for	NULL
854	απᾰθᾰνᾰτιζω	to aim at immortality	NULL
855	απαιθριαζω	to clear away	NULL
856	απαιολεω	to perplex, confound	NULL
857	απαιρω	to lift off, carry off, take away, to remove from	NULL
858	απαιτω	to demand back, demand	NULL
859	απαιτιζω	to demand back	NULL
860	απαιωρεω	to hang down from above, hang suspended, hover about	NULL
861	απακριβοω	to be finished off, highly finished	NULL
862	απαλγεω	to feel no more pain at	NULL
863	απᾰλειφω	to wipe off, expunge	NULL
864	απᾰλεξω	to ward	NULL
865	απᾰληθευω	to speak the whole truth	NULL
866	απαλλαττω	to wish to be delivered from	NULL
867	απαλλαττω	to set free, release, deliver	NULL
868	απαλλοτριοω	to estrange, alienate	NULL
869	απᾰλοαω	to thresh out	NULL
870	απᾰλυνω	to soften	NULL
871	απᾰμαλδυνω	to bring to naught	NULL
872	απᾰμαω	to cut off	NULL
873	απαμβλισκω	to make abortive	NULL
874	απαμβλυνω	to blunt the edge of	NULL
875	απᾰμειρω	to deprive one of share in	NULL
876	απαμελεω	to be neglected utterly	NULL
877	απᾰμυνω	to keep off, ward off	NULL
878	απαναισχυντεω	to have the effrontery to do	NULL
879	απᾰνᾱλισκω	to use quite up, utterly consume	NULL
880	απανδροω	to become manly, come to maturity	NULL
881	απανθεω	to leave off blooming, fade, wither	NULL
882	απανθιζω	to pluck off flowers	NULL
883	απανθρᾰκιζω	to broil on the coals	NULL
884	απανθρᾰκοω	to burn to a cinder	NULL
885	απανιστημι	to make rise up and depart, send away	NULL
886	απαντ	to move from	NULL
887	απαντλεω	to draw off water from a ship's hold	NULL
888	απᾰνυω	to finish entirely	NULL
889	απαξιοω	to disclaim as unworthy, disown	NULL
890	απᾰρασσω	to strike off, cut off	NULL
891	απᾰρεσκω	to be disagreeable to	NULL
892	απᾰριθμεω	to count over, reckon up	NULL
893	απαρκεω	to suffice, be sufficient	NULL
894	απαρτιω	to hang up from	NULL
895	απαρτιζω	to make even, move regularly	NULL
896	απαρυω	to draw off, skim off	NULL
897	απαρχω	to make a beginning	NULL
898	απασπαιρω	to gasp away life	NULL
899	απαστραπτω	to flash forth	NULL
900	απασχολεω	to leave	NULL
901	ᾰπᾰτα	to cheat, trick, outwit, beguile	NULL
902	απᾰτῑμαζω		NULL
903	απᾰτῑμαω	to dishonour greatly	NULL
904	απαυγαζω	to beam forth	NULL
905	απαυδω	to forbid	NULL
906	απαυθημεριζω	to return the same day	NULL
907	απαυραω	to take away	NULL
908	απαυτομολεω	to go of one's own accord, desert	NULL
909	απᾰφισκω	palpare	NULL
910	απεθιζω	to disaccustom	NULL
911	απειθεω	to be disobedient, refuse compliance	NULL
912	απεικαζω	to form from a model, to express, copy	NULL
913	απεικονιζω	to represent in a statue	NULL
914	απιλλω	to force back	NULL
915	απειλω	to hold out	NULL
916	απειμ	sum	NULL
917	απειμ	ibo	NULL
918	απειργω	to keep away from, debar from	NULL
919	απελα	to drive away, expel from	NULL
920	απελεγχω	to refute thoroughly	NULL
921	απελευθεροω	to emancipate	NULL
922	απελλαζω		NULL
923	απελπιζω	to give up in despair, to despair	NULL
924	απεμεω	to spit up, vomit forth	NULL
925	απεμπολεω	to sell	NULL
926	απενᾰριζω	to strip	NULL
927	απενῐαυτεω	to go into banishment for a year	NULL
928	απεξαιρεω	to take out, remove	NULL
929	απερδω	to bring to an end, finish	NULL
930	απερειδω	to rest, fix, settle	NULL
931	απερρω	to go away, be gone	NULL
932	απερυθριαω	to put away blushes, to be past blushing	NULL
933	απερυκω	to keep off	NULL
934	απερυω	to tear off from	NULL
935	απερωεω	to retire	NULL
936	απεσθιω	to eat	NULL
