	FPP	English	Sentiment
657	ᾰλῐερκης	sea-fenced, sea-girt	NULL
658	αλιευτικω	of	NULL
659	αλιζωνος	sea-girt	NULL
660	αλιζωος	living on	NULL
661	αλιηρης	sweeping the sea	NULL
662	αλῐθος	without stones, not stony	NULL
663	αλικλυστος	sea-washed	NULL
664	αλικτῠπος	groaning at sea	NULL
665	αλικυμων	surrounded by waves	NULL
666	αλιμενω	without harbour, harbourless	NULL
667	αλῐμῡρηεις	flowing into the sea	NULL
668	αλῐμῡρης	sea-flowing	NULL
669	αλῐνηχης	swimming in the sea	NULL
670	αλῐνος	of salt	NULL
671	αλινω	without a net	NULL
672	αλιξαντος	worn by the sea	NULL
673	αλιε	of the sea	NULL
674	αλιε	fruitless, unprofitable, vain, idle	NULL
675	αλιοτρεφης	sea-bred	NULL
676	αλιπαρη	not fit for a suppliant	NULL
677	αλιπλαγκτε	roaming the sea	NULL
678	αλιπλᾰνης	sea-wandering	NULL
679	αλιπληκτος	sea-beaten	NULL
680	αλιπλους	covered with water	NULL
681	αλιπορος	through which the sea flows	NULL
682	αλιπορφῠρος	of sea-purple, of true purple dye	NULL
683	αλιρρᾰγης	against which the sea breaks	NULL
684	αλιρραντος	sea-surging	NULL
685	αλιρροθιος	dashed over by the sea	NULL
686	αλιρροθος	of the raging sea	NULL
687	αλιρρῠτος	washed by the sea	NULL
688	αλιστονος	sea-resounding	NULL
689	αλιστος	salted, pickled	NULL
690	αλιστρεπτος	sea-tossed	NULL
691	αλιτενες	stretching along the sea, level, flat	NULL
692	αλῐτερμων	bounded by the sea	NULL
693	αλιτηρος	sinning	NULL
694	αλιτηριωδη	abominable, accursed	NULL
695	ᾰλῐτοξενος	sinning against one's friend	NULL
696	αλῑτρος	sinful, sinning	NULL
697	αλιτρῡτος	sea-beaten, sea-worn	NULL
698	αλιτῠπος	sea-beaten	NULL
699	αλιφθορος	destroying on the sea	NULL
700	αλκαιω	strong, mighty	NULL
701	αλκηεις	valiant, warlike	NULL
702	αλκιμαχω	bravely fighting	NULL
703	αλκιμω	strong, stout	NULL
704	αλκιφρων	stout-hearted	NULL
705	αληκτος	unceasing, ceaseless	NULL
706	αλληλοφαγος	eating each other	NULL
707	αλληλοφονος	murdering one another	NULL
708	ERROR: Nothing found with those parameters	of one another, to one another, one another	NULL
709	αλλιστος	inexorable	NULL
710	αλιτανευτος	inexorable	NULL
711	αλλογενης	of another race, a stranger	NULL
712	αλλογλωσσος	using a strange tongue	NULL
713	αλλογνωτω	mis-known, unknown	NULL
714	αλλοδαπω	belonging to another people	NULL
715	αλλοειδης	of strange appearance	NULL
716	αλλοθρου	speaking a strange tongue	NULL
717	αλλοιω	of another sort	NULL
718	αλλοκοτω	of unusual nature	NULL
719	αλλ	alius, another, one besides	NULL
720	αλλοτρι	of	NULL
721	αλλοφος		NULL
722	αλλοφυλω	of another tribe, foreign	NULL
723	αλλοχρους	changed in colour	NULL
724	αλμυρω	salt, briny	NULL
725	αλοβος	with a lobe wanting	NULL
726	αλογιστω	unreasoning, inconsiderate, thoughtless, heedless	NULL
727	αλογω	without	NULL
728	αλοιδορος	not reviling	NULL
729	αλουργω	wrought in the sea, sea-purple	NULL
730	αλουτος	unwashen, not using the bath	NULL
731	αλοφος	without crest	NULL
732	αλπνιστος	sweetest, loveliest	NULL
733	αλσωδες	like a grove	NULL
734	αλτικος	good at leaping	NULL
735	αλυπητω	not pained	NULL
736	αλῡπος	without pain	NULL
737	αλῠρος	without the lyre	NULL
738	αλυσιτελη	unprofitable	NULL
739	αλυτω	not to be loosed, indissoluble	NULL
740	αλφεσιβοιος	bringing in oxen	NULL
741	αλωεινος	of	NULL
742	αλωπεκεος	of a fox	NULL
743	αλωσῐμος	easy to take, win	NULL
744	αλωτος	to be taken	NULL
745	αλωφητος	unremitting	NULL
746	αμαζονικος	of	NULL
747	αμαθη	unlearned, ignorant, stupid, boorish	NULL
748	αμαιμακετω	irresistible	NULL
749	αμαλθακτος	not to be softened	NULL
750	αμᾰλος	soft, weak, feeble	NULL
751	αμαξηρη	of	NULL
752	αμαξιαιος	large enough to load a wagon	NULL
753	αμαξιτω	traversed by wagons	NULL
754	αμαξοικος	dwelling in a wagon	NULL
755	αμαξοπληθη	large enough to fill a wagon	NULL
756	αμαξουργος	cartwrights'	NULL
757	αμᾰραντινος	of amaranth	NULL
758	αμαραντος	unfading, undecaying	NULL
759	αμαρτητικος	prone to error	NULL
760	αμαρτινοος	erring in mind, distraught	NULL
761	αμαρτοεπες	erring in words, speaking at random	NULL
762	αμαρτυρητος	needing no witness	NULL
763	αμαρτῠρος	without witness, unattested	NULL
764	αμαρτωλω	sinful	NULL
765	αμαυροβῐος	living in darkness	NULL
766	αμαυρω	dimly seen, dim, faint, baffling sight	NULL
767	αμᾰχητος	not to be fought with, unconquerable	NULL
768	αμαχω	without battle	NULL
769	αμβλυ	blunt, dulled, with the edge taken off	NULL
770	αμβλωπος	bedimmed, dark	NULL
771	αμβολιεργος	putting off a work, dilatory	NULL
772	αμβροσιω	immortal	NULL
773	αμβροτοπωλος	with coursers of immortal strain	NULL
774	αμβροτ	immortal, divine	NULL
775	αμεγαρτε	unenviable	NULL
776	αμεθυστινος	of amethyst	NULL
777	αμεθυστος	not drunken	NULL
778	αμειλικτος	unsoftened, cruel	NULL
779	ᾰμειλῐχος	implacable, relentless	NULL
780	αμεινω	better, abler, stronger, braver	NULL
781	αμελετητος	unpractised	NULL
782	αμελη	careless, heedless, negligent	NULL
783	αμελητεος	one must neglect	NULL
784	αμελητε	not to be cared for	NULL
785	αμελλητος	not to be put off	NULL
786	αμεμφη	not to be blamed, blameless	NULL
787	αμενης	powerless, fleeting, feeble	NULL
788	αμερη	without parts, indivisible	NULL
789	αμεριμνω	free from care, unconcerned	NULL
790	αμετακινητος	immovable	NULL
791	αμεταμελητος	not to be repented of	NULL
792	αμετανοητος	not to be repented of	NULL
793	αμεταστατος	not to be transposed, unchangeable, unchanging	NULL
794	αμεταστρεπτος	without turning about	NULL
795	αμετατρεπτος	unalterable	NULL
796	αμετοχος	having no share of	NULL
797	αμετρητ	unmeasured, immeasurable, immense	NULL
798	αμετροβιος	of immensely long life	NULL
799	αμετροεπες	unmeasured in words	NULL
800	αμετρω	without measure, immense, excessive, boundless	NULL
801	ᾰμευσῐπορος	with interchanging paths	NULL
802	αμηνιτω	not angry	NULL
803	αμητος	a reaping, harvesting	NULL
804	αμηχαν	without means	NULL
805	ᾰμῐαντος	undefiled	NULL
806	αμιγη	unmixed, pure	NULL
807	αμικτος	unmingled, that will not mingle	NULL
808	αμιμητοβιος	inimitable in one's life	NULL
809	αμιμητος	inimitable	NULL
810	αμιππος	keeping up with horses	NULL
811	αμισθος	without hire	NULL
812	αμισθωτος	bringing in no rent	NULL
813	αμιχθαλοεις	inaccessible, inhospitable	NULL
814	αμμορος	without share of	NULL
815	αμμοτροφος	growing in sand	NULL
816	αμμων	of Ammon	NULL
817	αμνειος	of a lamb	NULL
818	αμνημονευτος	unmentioned, unheeded	NULL
819	αμνημον	unmindful, forgetful	NULL
820	αμνηστος	unremembered	NULL
821	αμογητε	unwearied, untiring	NULL
822	ᾰμοιβαιος	giving like for like, retributive	NULL
823	αμοιρω	without share in	NULL
824	αμολγαιος	of milk, made with milk	NULL
825	αμομφος	blameless	NULL
826	αμοργινος	made of Amorgian flax	NULL
827	αμορος	unlucky, wretched	NULL
828	αμορφος	misshapen, unsightly	NULL
829	μ	our, ours	NULL
830	αμοτος	raging, savage	NULL
831	ωμους	without the Muses, without taste, unrefined, inelegant, rude, gross	NULL
832	αμοχθω	free from toil and trouble	NULL
833	αμπελινω	of the vine	NULL
834	αμπελοεν	rich in vines	NULL
835	αμυγδᾰλινος	of almonds	NULL
836	αμυδρος	indistinct, dim, obscure	NULL
837	αμυητος	uninitiated	NULL
838	αμυθητος	unspeakable, unspeakably many	NULL
839	αμυκητος	where no herds low	NULL
840	αμυλω	not ground at the mill	NULL
841	αμυμων	blameless, noble, excellent	NULL
842	αμυντε	one must assist	NULL
843	αμυντηριος	defensive	NULL
844	αμφαδιος	public	NULL
845	αμφαδος	discovered, known	NULL
846	αμφελικτος	coiled round	NULL
847	αμφηκες	two-edged	NULL
848	αμφηρεφης	covered on both sides, close-covered	NULL
849	αμφηρη	fitted on both sides, well-fitted	NULL
850	αμφηρικος	rowed on both sides, worked by sculls	NULL
851	αμφηριστω	contested on both sides	NULL
852	αμπᾰλος	sea-girt	NULL
853	αμφιβιος	living a double life	NULL
854	αμφιβοητος	noised abroad	NULL
855	αμφιβολω	put round, encompassing	NULL
856	αμφιβουλος	half-minded	NULL
857	αμφῐβροτος	covering the whole man	NULL
858	αμφιβροχος	thoroughly soaked	NULL
859	αμφιβωμιος	round the altar	NULL
860	αμφιγοητος	bewailed all round	NULL
861	αμφιγυηεις	he that halts in both feet, the lame one	NULL
862	αμφιγῠος	pointed at each end, double-pointed	NULL
863	αμφιδακρῡτος	all-tearful	NULL
864	αμφιδᾰσυς	fringed all round	NULL
865	αμφιδεξιος	with two right hands, very dextrous	NULL
866	αμφιδετος	bound	NULL
867	αμφιδηρῑτος	disputed	NULL
868	αμφιδοξω	with doubtful mind	NULL
869	αμφιδορος	quite flayed	NULL
870	αμφιδοχμος	as large as can be grasped	NULL
871	αμφιδρομος	running round, encompassing, inclosing	NULL
872	αμφῐδρῠφης	having torn both cheeks	NULL
873	αμφιδρῠφος	torn on both sides	NULL
874	αμφιδῠμος	two-fold, double	NULL
875	αμφιζευκτος	joined from both sides	NULL
876	αμφιθᾰλασσος	with sea on both sides, sea-girt	NULL
877	αμφιθαλη	blooming on both sides	NULL
878	αμφιθετος	that will stand on both ends	NULL
879	αμφιθηγης	sharpened on both sides, two-edged	NULL
880	αμφιθρεπτος	clotted round	NULL
881	αμφιθυρω	with double entrance	NULL
882	αμφῐκιων	with pillars all round	NULL
883	αμφικλαστος	broken all round	NULL
884	αμφικλυστος	washed on both sides by the waves	NULL
885	αμφικομω	with hair all round	NULL
886	αμφικρηνος	two headed	NULL
887	αμφικρεμης	hanging round	NULL
888	αμφικρημνος	with cliffs all round	NULL
889	αμφικτυονικος	Amphictyonic, of the Amphictyons	NULL
890	αμφικυπελλος	double	NULL
891	αμφιλᾰλος	of double speech	NULL
892	αμφιλαφη	taking in on all sides, widespreading	NULL
893	αμφιλεκτος	discussed on all hands, doubtful	NULL
894	αμφιλογω	disputed, disputable	NULL
895	αμφιλοφω	encompassing the neck	NULL
896	αμφιμασχᾰλος	round both arms, two-sleeved	NULL
897	αμφιμαχητος	fought for	NULL
898	αμφιμελας	black all round	NULL
899	αμφινεικη	contested on all sides, eagerly wooed	NULL
900	αμφιξους	polishing all round	NULL
901	αμφιπαλτος	tossed about, re-echoing	NULL
902	αμφιπεδος	surrounded by a plain	NULL
903	αμφιπλεκτος	intertwined	NULL
904	αμφιπληκτος	beaten on both sides	NULL
905	αμφιπολω	busied about, busy	NULL
906	αμφιπροσωπος	double-faced	NULL
907	αμφιπῠλος	with two entrances	NULL
908	αμφιπυρω	with fire at each end	NULL
909	αμφιρυτω	flowed around, sea-girt	NULL
910	αμφισβητησιμω	disputed, disputable	NULL
911	αμφισβητητος	debatable	NULL
912	αμφιστομος	with double mouth	NULL
913	αμφιστρεφης	turning all ways	NULL
914	αμφιστρογγῠλος	quite round	NULL
915	αμφιτειχη	encompassing the walls	NULL
916	αμφιτομω	cutting with both sides, two-edged	NULL
917	αμφιτορνος	well-rounded	NULL
918	αμφιτρητος	pierced through	NULL
919	αμφιφᾰλος	with double crest	NULL
920	αμφιφανη	visible all round, known to all	NULL
921	αμφιχρῡσος	gilded all over	NULL
922	αμφιχῠτος	poured around; thrown up around	NULL
923	αμφιχωλος	lame in both feet	NULL
924	αμφοτεροπλους	sailing both ways	NULL
925	αμφοτερ	each	NULL
926	ERROR: Nothing found with those parameters		NULL
927	αμφωες	two-eared, two handled	NULL
928	ᾰμωμητος	unblamed, blameless	NULL
929	αμωμω	without blame, blameless	NULL
930	αναβᾰτικος	skilled in mounting	NULL
931	αμβατε	to be mounted	NULL
932	αναβιβαστεος	one must cause to mount	NULL
933	αναβραστ	boiled	NULL
934	αναγγελος	from which no messenger returns	NULL
935	αναγκαι	with	NULL
936	αναγκαστεος	to be compelled	NULL
937	αναγκαστος	forced, constrained	NULL
938	αναγνω	impure, unclean, unholy, defiled	NULL
939	αναγνωστικος	suitable for reading	NULL
940	αναγραπτεος	one must register	NULL
941	αναγραπτος	inscribed, registered	NULL
942	αναγωγος	ill-trained	NULL
943	αναγωνιστος	without conflict	NULL
944	αναδαστος	divided anew, re-distributed	NULL
945	αναδελφος	without brother	NULL
946	αναδετος	binding up the hair	NULL
947	αναδῐκος	tried over again	NULL
948	αναδοτος	to be given up	NULL
949	αναεδνος	without bridal gifts	NULL
950	αναελπτος	unlooked for	NULL
951	αναθετεος	one must attribute	NULL
952	αναθλος	without contest, not warlike	NULL
953	αναιδη	shameless	NULL
954	αναιμακτω	unstained with blood	NULL
955	αναιμᾰτος	drained of blood	NULL
956	αναιμος	without blood, bloodless	NULL
957	αναιμον	without blood, bloodless	NULL
958	αναισθητω	insensate, unfeeling	NULL
959	ναισχυντε	shameless, impudent	NULL
960	αναιτιος	not being the cause	NULL
961	ανακανθος	without spine	NULL
962	ανακλητικος	fit for exhorting	NULL
963	ανακλῐτος	leaning back	NULL
964	ανακρουστεος	one must check	NULL
965	ανακτοριος	belonging to a lord	NULL
966	αναλγη	painless	NULL
967	αναλγητος	without pain	NULL
968	αναλδης	not thriving, feeble	NULL
969	αναλθες	powerless to heal	NULL
970	αναλιος		NULL
971	αναλιπος		NULL
972	αναλμος	not salted	NULL
973	αναλογω	proportionate	NULL
974	αναλτος	not to be filled, insatiate	NULL
975	αναλωτικος	expensive	NULL
976	αναλωτος	not to be taken, invincible, impregnable	NULL
977	αναμαξευτος	impassable for wagons	NULL
978	αναμαρτητω	without missing, unfailing, unerring	NULL
979	αναμβᾰτος	that one cannot mount	NULL
980	αναμεσος	in the midland	NULL
981	αναμεστος	filled full	NULL
982	αναμνηστος	that which one can recollect	NULL
983	αναπλακητος	unerring, unfailing	NULL
984	αναμφιβολος	unambiguous	NULL
985	αναμφιλογος	undisputed, undoubted	NULL
986	αναμφισβητητος	undisputed, indisputable	NULL
987	ανανδρω	husbandless	NULL
