id	text	bare_text	sequence_num	morph_code	base_form	bare_base_form	definition
234	ἀποέργαθον	αποεργαθον	234	t-sa-ann-	ἀπείργαθον	απειργαθον	to keep away, keep off from
235	ἀπείργαθον	απειργαθον	235	t-sa-anv-	ἀπείργαθον	απειργαθον	to keep away, keep off from
236	ἀπείργᾰθον	απειργᾰθον	236	t-sa-anv-	ἀπείργαθον	απειργαθον	to keep away, keep off from
237	ἀποέργαθον	αποεργαθον	237	t-sa-anv-	ἀπείργαθον	απειργαθον	to keep away, keep off from
238	ἀποέργαθεν	αποεργαθεν	238	v--ana---	ἀπείργαθον	απειργαθον	to keep away, keep off from
239	ἀπείργαθον	απειργαθον	239	v1saia---	ἀπείργαθον	απειργαθον	to keep away, keep off from
240	ἀπείργᾰθον	απειργᾰθον	240	v1saia---	ἀπείργαθον	απειργαθον	to keep away, keep off from
241	ἀποέργαθον	αποεργαθον	241	v1saia---	ἀπείργαθον	απειργαθον	to keep away, keep off from
242	ἀπο-εργάθω	απο-εργαθω	242	v1sasa---	ἀπείργαθον	απειργαθον	to keep away, keep off from
243	ἀποεργάθω	αποεργαθω	243	v1sasa---	ἀπείργαθον	απειργαθον	to keep away, keep off from
244	ἀποέργαθε	αποεργαθε	244	v2sama---	ἀπείργαθον	απειργαθον	to keep away, keep off from
245	ἀπειργάθῃ	απειργαθη	245	v2sase---	ἀπείργαθον	απειργαθον	to keep away, keep off from
246	ἀπείργαθον	απειργαθον	246	v3paia---	ἀπείργαθον	απειργαθον	to keep away, keep off from
247	ἀπείργᾰθον	απειργᾰθον	247	v3paia---	ἀπείργαθον	απειργαθον	to keep away, keep off from
248	ἀποέργαθον	αποεργαθον	248	v3paia---	ἀπείργαθον	απειργαθον	to keep away, keep off from
249	ἀποέργαθε	αποεργαθε	249	v3saia---	ἀπείργαθον	απειργαθον	to keep away, keep off from
250	ἀποέργαθεν	αποεργαθεν	250	v3saia---	ἀπείργαθον	απειργαθον	to keep away, keep off from
251	ἀπειργάθῃ	απειργαθη	251	v3sasa---	ἀπείργαθον	απειργαθον	to keep away, keep off from
252	ἀποκόμματα	αποκομματα	252	n-p---na-	ἀπόκομμα	αποκομμα	a splinter, chip, shred
253	ἀποκόμματα	αποκομματα	253	n-p---nn-	ἀπόκομμα	αποκομμα	a splinter, chip, shred
254	ἀποκόμματα	αποκομματα	254	n-p---nv-	ἀπόκομμα	αποκομμα	a splinter, chip, shred
255	ἀπόκομμ’	αποκομμ	255	n-s---na-	ἀπόκομμα	αποκομμα	a splinter, chip, shred
256	ἀπόκομμα	αποκομμα	256	n-s---na-	ἀπόκομμα	αποκομμα	a splinter, chip, shred
257	ἀπόκομμ’	αποκομμ	257	n-s---nn-	ἀπόκομμα	αποκομμα	a splinter, chip, shred
258	ἀπόκομμα	αποκομμα	258	n-s---nn-	ἀπόκομμα	αποκομμα	a splinter, chip, shred
259	ἀπόκομμ’	αποκομμ	259	n-s---nv-	ἀπόκομμα	αποκομμα	a splinter, chip, shred
260	ἀπόκομμα	αποκομμα	260	n-s---nv-	ἀπόκομμα	αποκομμα	a splinter, chip, shred
261	ἀρκέσει	αρκεσει	261	n-d---fa-	ἄρκεσις	αρκεσις	help, aid, service
262	ἀρκέσει	αρκεσει	262	n-d---fn-	ἄρκεσις	αρκεσις	help, aid, service
263	ἀρκέσει	αρκεσει	263	n-d---fv-	ἄρκεσις	αρκεσις	help, aid, service
264	ἄρκ-εσις	αρκ-εσις	264	n-p---fa-	ἄρκεσις	αρκεσις	help, aid, service
265	ἄρκεσις	αρκεσις	265	n-p---fa-	ἄρκεσις	αρκεσις	help, aid, service
266	ἀρκέσεις	αρκεσεις	266	n-p---fa-	ἄρκεσις	αρκεσις	help, aid, service
267	ἀρκέσεις	αρκεσεις	267	n-p---fn-	ἄρκεσις	αρκεσις	help, aid, service
268	ἀρκέσεις	αρκεσεις	268	n-p---fv-	ἄρκεσις	αρκεσις	help, aid, service
269	ἄρκεσιν	αρκεσιν	269	n-s---fa-	ἄρκεσις	αρκεσις	help, aid, service
270	ἀρκέσει	αρκεσει	270	n-s---fd-	ἄρκεσις	αρκεσις	help, aid, service
271	ἀρκέσῃ	αρκεση	271	n-s---fd-	ἄρκεσις	αρκεσις	help, aid, service
272	ἄρκ-εσις	αρκ-εσις	272	n-s---fn-	ἄρκεσις	αρκεσις	help, aid, service
273	ἄρκεσις	αρκεσις	273	n-s---fn-	ἄρκεσις	αρκεσις	help, aid, service
274	αὐθέντα	αυθεντα	274	n-d---ma-	αὐθέντης	αυθεντης	one who does
275	αὐθέντα	αυθεντα	275	n-d---mn-	αὐθέντης	αυθεντης	one who does
276	αὐθέντα	αυθεντα	276	n-d---mv-	αὐθέντης	αυθεντης	one who does
277	αὐθέντας	αυθεντας	277	n-p---ma-	αὐθέντης	αυθεντης	one who does
278	αὐθένταις	αυθενταις	278	n-p---md-	αὐθέντης	αυθεντης	one who does
279	αὐθένταισι	αυθενταισι	279	n-p---md-	αὐθέντης	αυθεντης	one who does
280	αὐθένταισιν	αυθενταισιν	280	n-p---md-	αὐθέντης	αυθεντης	one who does
281	αὐθέντῃσι	αυθεντησι	281	n-p---md-	αὐθέντης	αυθεντης	one who does
282	αὐθεντῶν	αυθεντων	282	n-p---mg-	αὐθέντης	αυθεντης	one who does
283	αὐθένται	αυθενται	283	n-p---mn-	αὐθέντης	αυθεντης	one who does
284	αὐθένται	αυθενται	284	n-p---mv-	αὐθέντης	αυθεντης	one who does
285	αὐθέντην	αυθεντην	285	n-s---ma-	αὐθέντης	αυθεντης	one who does
286	αὐθένται	αυθενται	286	n-s---md-	αὐθέντης	αυθεντης	one who does
287	αὐθέντῃ	αυθεντη	287	n-s---md-	αὐθέντης	αυθεντης	one who does
288	αὐθέντα	αυθεντα	288	n-s---mg-	αὐθέντης	αυθεντης	one who does
289	αὐθεντ-έω	αυθεντ-εω	289	n-s---mg-	αὐθέντης	αυθεντης	one who does
290	αὐθεντέω	αυθεντεω	290	n-s---mg-	αὐθέντης	αυθεντης	one who does
291	αὐθέντ-ης	αυθεντ-ης	291	n-s---mn-	αὐθέντης	αυθεντης	one who does
292	αὐθέντα	αυθεντα	292	n-s---mn-	αὐθέντης	αυθεντης	one who does
293	αὐθέντας	αυθεντας	293	n-s---mn-	αὐθέντης	αυθεντης	one who does
294	αὐθέντης	αυθεντης	294	n-s---mn-	αὐθέντης	αυθεντης	one who does
295	αὐθέντα	αυθεντα	295	n-s---mv-	αὐθέντης	αυθεντης	one who does
296	ἀφίξει	αφιξει	296	n-d---fa-	ἄφιξις	αφιξις	an arrival
297	ἀφίξει	αφιξει	297	n-d---fn-	ἄφιξις	αφιξις	an arrival
298	ἀφίξει	αφιξει	298	n-d---fv-	ἄφιξις	αφιξις	an arrival
299	ἄφιξις	αφιξις	299	n-p---fa-	ἄφιξις	αφιξις	an arrival
300	ἄπιξις	απιξις	300	n-p---fa-	ἄφιξις	αφιξις	an arrival
301	ἄφιξιν	αφιξιν	301	n-s---fa-	ἄφιξις	αφιξις	an arrival
302	ἄπιξιν	απιξιν	302	n-s---fa-	ἄφιξις	αφιξις	an arrival
303	ἀφίξει	αφιξει	303	n-s---fd-	ἄφιξις	αφιξις	an arrival
304	ἀφίξῃ	αφιξη	304	n-s---fd-	ἄφιξις	αφιξις	an arrival
305	ἀπίξι	απιξι	305	n-s---fd-	ἄφιξις	αφιξις	an arrival
306	ἀφίξεως	αφιξεως	306	n-s---fg-	ἄφιξις	αφιξις	an arrival
307	ἀπίξιος	απιξιος	307	n-s---fg-	ἄφιξις	αφιξις	an arrival
308	ἄφιξις	αφιξις	308	n-s---fn-	ἄφιξις	αφιξις	an arrival
309	ἄπιξις	απιξις	309	n-s---fn-	ἄφιξις	αφιξις	an arrival
310	ἀπίξι	απιξι	310	n-s---fv-	ἄφιξις	αφιξις	an arrival
311	ἀφόρυκτος	αφορυκτος	311	a-s---fn-	ἀφόρυκτος	αφορυκτος	unspotted, unstained
312	ἀφόρυκτος	αφορυκτος	312	a-s---mn-	ἀφόρυκτος	αφορυκτος	unspotted, unstained
313	βαμβαίνων	βαμβαινων	313	t-sp-amn-	βαμβαίνω	βαμβαινω	to chatter with the teeth
314	βαμβαίνω	βαμβαινω	314	v1spia---	βαμβαίνω	βαμβαινω	to chatter with the teeth
315	βαμβαίνω	βαμβαινω	315	v1spsa---	βαμβαίνω	βαμβαινω	to chatter with the teeth
316	βαμβαίνει	βαμβαινει	316	v2spie---	βαμβαίνω	βαμβαινω	to chatter with the teeth
317	βαμβαίνει	βαμβαινει	317	v3spia---	βαμβαίνω	βαμβαινω	to chatter with the teeth
318	βδάλλοντα	βδαλλοντα	318	t-pp-ana-	βδάλλω	βδαλλω	to milk
319	βδάλλοντα	βδαλλοντα	319	t-pp-ann-	βδάλλω	βδαλλω	to milk
320	βδάλλοντα	βδαλλοντα	320	t-pp-anv-	βδάλλω	βδαλλω	to milk
321	βδάλας	βδαλας	321	t-sa-amn-	βδάλλω	βδαλλω	to milk
322	βδάλας	βδαλας	322	t-sa-amv-	βδάλλω	βδαλλω	to milk
323	βδάλλοντα	βδαλλοντα	323	t-sp-ama-	βδάλλω	βδαλλω	to milk
324	βδάλλων	βδαλλων	324	t-sp-amn-	βδάλλω	βδαλλω	to milk
325	βδάλλειν	βδαλλειν	325	v--pna---	βδάλλω	βδαλλω	to milk
326	βδάλλω	βδαλλω	326	v1spia---	βδάλλω	βδαλλω	to milk
327	ἐπιβδάλλω	επιβδαλλω	327	v1spia---	βδάλλω	βδαλλω	to milk
328	εἰσβδάλλω	εισβδαλλω	328	v1spia---	βδάλλω	βδαλλω	to milk
329	ἐκβδάλλομαι	εκβδαλλομαι	329	v1spie---	βδάλλω	βδαλλω	to milk
330	βδάλλω	βδαλλω	330	v1spsa---	βδάλλω	βδαλλω	to milk
331	ἐπιβδάλλω	επιβδαλλω	331	v1spsa---	βδάλλω	βδαλλω	to milk
332	εἰσβδάλλω	εισβδαλλω	332	v1spsa---	βδάλλω	βδαλλω	to milk
333	βδάλας	βδαλας	333	v2saia---	βδάλλω	βδαλλω	to milk
334	βδήλαιο	βδηλαιο	334	v2saom---	βδάλλω	βδαλλω	to milk
335	βδάλλονται	βδαλλονται	335	v3ppie---	βδάλλω	βδαλλω	to milk
336	βδαλοί	βδαλοι	336	v3saoa---	βδάλλω	βδαλλω	to milk
337	βδαλοί	βδαλοι	337	v3sfoa---	βδάλλω	βδαλλω	to milk
338	βδάλλεται	βδαλλεται	338	v3spie---	βδάλλω	βδαλλω	to milk
339	βλασφήμους	βλασφημους	339	a-p---fa-	βλάσφημος	βλασφημος	evil-speaking
340	βλασφήμως	βλασφημως	340	a-p---fa-	βλάσφημος	βλασφημος	evil-speaking
341	βλασφήμοις	βλασφημοις	341	a-p---fd-	βλάσφημος	βλασφημος	evil-speaking
342	βλασφημῶν	βλασφημων	342	a-p---fg-	βλάσφημος	βλασφημος	evil-speaking
343	βλάσφημοι	βλασφημοι	343	a-p---fn-	βλάσφημος	βλασφημος	evil-speaking
344	βλασφημοῖ	βλασφημοι	344	a-p---fn-	βλάσφημος	βλασφημος	evil-speaking
345	βλάσφημοι	βλασφημοι	345	a-p---fv-	βλάσφημος	βλασφημος	evil-speaking
346	βλασφημοῖ	βλασφημοι	346	a-p---fv-	βλάσφημος	βλασφημος	evil-speaking
347	βλασφήμους	βλασφημους	347	a-p---ma-	βλάσφημος	βλασφημος	evil-speaking
348	βλασφήμως	βλασφημως	348	a-p---ma-	βλάσφημος	βλασφημος	evil-speaking
349	βλασφήμοις	βλασφημοις	349	a-p---md-	βλάσφημος	βλασφημος	evil-speaking
350	βλασφημῶν	βλασφημων	350	a-p---mg-	βλάσφημος	βλασφημος	evil-speaking
351	βλάσφημοι	βλασφημοι	351	a-p---mn-	βλάσφημος	βλασφημος	evil-speaking
352	βλασφημοῖ	βλασφημοι	352	a-p---mn-	βλάσφημος	βλασφημος	evil-speaking
353	βλάσφημοι	βλασφημοι	353	a-p---mv-	βλάσφημος	βλασφημος	evil-speaking
354	βλασφημοῖ	βλασφημοι	354	a-p---mv-	βλάσφημος	βλασφημος	evil-speaking
355	βλάσφημ’	βλασφημ	355	a-p---na-	βλάσφημος	βλασφημος	evil-speaking
356	βλάσφημα	βλασφημα	356	a-p---na-	βλάσφημος	βλασφημος	evil-speaking
357	βλασφήμοις	βλασφημοις	357	a-p---nd-	βλάσφημος	βλασφημος	evil-speaking
358	βλασφημῶν	βλασφημων	358	a-p---ng-	βλάσφημος	βλασφημος	evil-speaking
359	βλάσφημ’	βλασφημ	359	a-p---nn-	βλάσφημος	βλασφημος	evil-speaking
360	βλάσφημα	βλασφημα	360	a-p---nn-	βλάσφημος	βλασφημος	evil-speaking
361	βλάσφημ’	βλασφημ	361	a-p---nv-	βλάσφημος	βλασφημος	evil-speaking
362	βλάσφημα	βλασφημα	362	a-p---nv-	βλάσφημος	βλασφημος	evil-speaking
363	βλάσφημον	βλασφημον	363	a-s---fa-	βλάσφημος	βλασφημος	evil-speaking
364	βλασφήμῳ	βλασφημω	364	a-s---fd-	βλάσφημος	βλασφημος	evil-speaking
365	βλάσφημ-ος	βλασφημ-ος	365	a-s---fn-	βλάσφημος	βλασφημος	evil-speaking
366	βλάσφημος	βλασφημος	366	a-s---fn-	βλάσφημος	βλασφημος	evil-speaking
367	βλάσφημ’	βλασφημ	367	a-s---fv-	βλάσφημος	βλασφημος	evil-speaking
368	βλάσφημον	βλασφημον	368	a-s---ma-	βλάσφημος	βλασφημος	evil-speaking
369	βλασφήμῳ	βλασφημω	369	a-s---md-	βλάσφημος	βλασφημος	evil-speaking
370	βλάσφημ-ος	βλασφημ-ος	370	a-s---mn-	βλάσφημος	βλασφημος	evil-speaking
371	βλάσφημος	βλασφημος	371	a-s---mn-	βλάσφημος	βλασφημος	evil-speaking
372	βλάσφημ’	βλασφημ	372	a-s---mv-	βλάσφημος	βλασφημος	evil-speaking
373	βλάσφημον	βλασφημον	373	a-s---na-	βλάσφημος	βλασφημος	evil-speaking
374	βλασφήμῳ	βλασφημω	374	a-s---nd-	βλάσφημος	βλασφημος	evil-speaking
375	βλάσφημον	βλασφημον	375	a-s---nn-	βλάσφημος	βλασφημος	evil-speaking
376	βλάσφημον	βλασφημον	376	a-s---nv-	βλάσφημος	βλασφημος	evil-speaking
377	βλασφήμως	βλασφημως	377	d--------	βλάσφημος	βλασφημος	evil-speaking
378	βράγχον	βραγχον	378	n-s---ma-	βράγχος	βραγχος	hoarseness
379	βράγχου	βραγχου	379	n-s---mg-	βράγχος	βραγχος	hoarseness
380	βράγχος	βραγχος	380	n-s---mn-	βράγχος	βραγχος	hoarseness
381	βραγχός	βραγχος	381	n-s---mn-	βράγχος	βραγχος	hoarseness
382	βροτοφθόρους	βροτοφθορους	382	a-p---fa-	βροτοφθόρος	βροτοφθορος	man-destroying
383	βροτοφθόρων	βροτοφθορων	383	a-p---fg-	βροτοφθόρος	βροτοφθορος	man-destroying
384	βροτοφθόρους	βροτοφθορους	384	a-p---ma-	βροτοφθόρος	βροτοφθορος	man-destroying
385	βροτοφθόρων	βροτοφθορων	385	a-p---mg-	βροτοφθόρος	βροτοφθορος	man-destroying
386	βροτοφθόρα	βροτοφθορα	386	a-p---na-	βροτοφθόρος	βροτοφθορος	man-destroying
387	βροτοφθόρων	βροτοφθορων	387	a-p---ng-	βροτοφθόρος	βροτοφθορος	man-destroying
388	βροτοφθόρα	βροτοφθορα	388	a-p---nn-	βροτοφθόρος	βροτοφθορος	man-destroying
389	βροτοφθόρα	βροτοφθορα	389	a-p---nv-	βροτοφθόρος	βροτοφθορος	man-destroying
390	βροτο-φθόρος	βροτο-φθορος	390	a-s---fn-	βροτοφθόρος	βροτοφθορος	man-destroying
391	βροτοφθόρος	βροτοφθορος	391	a-s---fn-	βροτοφθόρος	βροτοφθορος	man-destroying
392	βροτο-φθόρος	βροτο-φθορος	392	a-s---mn-	βροτοφθόρος	βροτοφθορος	man-destroying
393	βροτοφθόρος	βροτοφθορος	393	a-s---mn-	βροτοφθόρος	βροτοφθορος	man-destroying
394	γλύκεια	γλυκεια	394	a-d---fa-	γλυκύς	γλυκυς	sweet
395	γλυκέα	γλυκεα	395	a-d---fa-	γλυκύς	γλυκυς	sweet
396	γλυκείᾶ	γλυκεια	396	a-d---fa-	γλυκύς	γλυκυς	sweet
397	γλυκεῖα	γλυκεια	397	a-d---fa-	γλυκύς	γλυκυς	sweet
398	γλυκερά	γλυκερα	398	a-d---fa-	γλυκύς	γλυκυς	sweet
399	γλυκύτατα	γλυκυτατα	399	a-d---fa-	γλυκύς	γλυκυς	sweet
400	γλυκυτέρα	γλυκυτερα	400	a-d---fa-	γλυκύς	γλυκυς	sweet
401	γλυκερώτερα	γλυκερωτερα	401	a-d---fac	γλυκύς	γλυκυς	sweet
402	γλυκερωτέρα	γλυκερωτερα	402	a-d---fac	γλυκύς	γλυκυς	sweet
